protein_row_id,structure_unique_sequence_id,TED_n_residues,TED_n_high,TED_n_medium,TED_n_low,TED_n_consensus,TED_high_domains,TED_medium_domains,TED_low_domains,TED_searchable_domain_count,TED_searchable_high_domain_count,TED_searchable_medium_domain_count,TED_domains_with_cath_hit_count,TED_domains_without_cath_hit_count,TED_domain_hit_coverage,TED_mean_novelty_l2_topk,TED_max_novelty_l2_topk,TED_best_top1_target,TED_best_top1_cosine,TED_best_cath_domain_id,TED_best_cath_class_code,TED_best_cath_class_name,TED_best_cath_architecture_code,TED_best_cath_architecture_name,TED_best_cath_topology_code,TED_best_cath_topology_name,TED_best_cath_superfamily_code,TED_best_cath_superfamily_name,TED_top_hit_targets_all,TED_top_hit_superfamilies_all,TED_top_hit_topologies_all,TED_best_domain_id,TED_best_domain_confidence,TED_best_domain_ranges,TED_best_domain_novelty_l2_topk,TED_best_domain_top1_target,TED_best_domain_top1_cosine,TED_best_domain_cath_superfamily_code,TED_best_domain_cath_superfamily_name,TED_domain_summary_compact
752,SEQ_2058A4111A75,581.0,0.0,0.0,6.0,0.0,na,na,"8-337,10-30_35-125,137-345,338-374,352-485,378-466",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
753,SEQ_79F9491B1A52,129.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
754,SEQ_F139CC9099D6,1407.0,0.0,0.0,4.0,0.0,na,na,"2-126,7-111_259-329,112-258_331-365,127-368",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
755,SEQ_F9B0E92F4C9C,2026.0,1.0,0.0,2.0,1.0,127-257_331-365,na,"7-111_259-329,258-327",1.0,1.0,0.0,1.0,0.0,1.0,52.513878,52.513878,dompdb/2wvoA00,0.785802,2wvoA00,1.0,Mainly Alpha,1.2,Up-down Bundle,1.20.120,"Four Helix Bundle (Hemerythrin (Met), subunit A)",1.20.120.1020,"Prion-inhibition and propagation, HeLo domain",dompdb/2wvoA00,1.20.120.1020,1.20.120,R1339_obody_SEQ_F9B0E92F4C9C_PDB_exact__H001,high,"127-257,331-365",52.513878,dompdb/2wvoA00,0.785802,1.20.120.1020,"Prion-inhibition and propagation, HeLo domain","R1339_obody_SEQ_F9B0E92F4C9C_PDB_exact__H001|high|127-257,331-365|dompdb/2wvoA00|1.20.120.1020|52.513878"
758,SEQ_B159C3CE59CC,32.0,0.0,0.0,1.0,0.0,na,na,2-32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
759,SEQ_4471B6DAA7A6,65.0,1.0,0.0,0.0,1.0,8-59,na,na,1.0,1.0,0.0,1.0,0.0,1.0,6367.270508,6367.270508,dompdb/7xrjA01,0.702178,7xrjA01,,,,,,,,,dompdb/7xrjA01,,,R0232_kunitz_SEQ_4471B6DAA7A6_PDB_exact__H001,high,8-59,6367.270508,dompdb/7xrjA01,0.702178,,,R0232_kunitz_SEQ_4471B6DAA7A6_PDB_exact__H001|high|8-59|dompdb/7xrjA01||6367.270508
762,SEQ_24C8FF747644,30.0,0.0,1.0,0.0,1.0,na,2-30,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R0233_cyclotide_SEQ_24C8FF747644_local_exact_prediction__M001|medium|2-30|||
763,SEQ_E97FF40AD670,30.0,0.0,1.0,0.0,1.0,na,2-30,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R0234_cyclotide_SEQ_E97FF40AD670_local_exact_prediction__M001|medium|2-30|||
766,SEQ_8D92B62CEED0,84.0,1.0,0.0,0.0,1.0,6-83,na,na,1.0,1.0,0.0,1.0,0.0,1.0,55.320751,55.320751,dompdb/1gjwA02,0.760981,1gjwA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.1180,Golgi alpha-mannosidase II,dompdb/1gjwA02,2.60.40.1180,2.60.40,R0235_betarolldomain_SEQ_8D92B62CEED0_local_exact_prediction__H001,high,6-83,55.320751,dompdb/1gjwA02,0.760981,2.60.40.1180,Golgi alpha-mannosidase II,R0235_betarolldomain_SEQ_8D92B62CEED0_local_exact_prediction__H001|high|6-83|dompdb/1gjwA02|2.60.40.1180|55.320751
767,SEQ_CBCB32EA336B,152.0,1.0,0.0,0.0,1.0,6-149,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.969051,50.969051,dompdb/3r5dA03,0.866132,3r5dA03,2.0,Mainly Beta,2.16,3 Solenoid,2.160.10,UDP N-Acetylglucosamine Acyltransferase; domain 1,2.160.10.10,Hexapeptide repeat proteins,dompdb/3r5dA03,2.160.10.10,2.160.10,R1341_betarolldomain_SEQ_CBCB32EA336B_local_exact_prediction__H001,high,6-149,50.969051,dompdb/3r5dA03,0.866132,2.160.10.10,Hexapeptide repeat proteins,R1341_betarolldomain_SEQ_CBCB32EA336B_local_exact_prediction__H001|high|6-149|dompdb/3r5dA03|2.160.10.10|50.969051
768,SEQ_4038D4910B7B,152.0,1.0,0.0,0.0,1.0,6-148,na,na,1.0,1.0,0.0,1.0,0.0,1.0,51.313896,51.313896,dompdb/3r5dA03,0.864599,3r5dA03,2.0,Mainly Beta,2.16,3 Solenoid,2.160.10,UDP N-Acetylglucosamine Acyltransferase; domain 1,2.160.10.10,Hexapeptide repeat proteins,dompdb/3r5dA03,2.160.10.10,2.160.10,R1342_betarolldomain_SEQ_4038D4910B7B_local_exact_prediction__H001,high,6-148,51.313896,dompdb/3r5dA03,0.864599,2.160.10.10,Hexapeptide repeat proteins,R1342_betarolldomain_SEQ_4038D4910B7B_local_exact_prediction__H001|high|6-148|dompdb/3r5dA03|2.160.10.10|51.313896
769,SEQ_E1207223E578,84.0,1.0,0.0,0.0,1.0,6-83,na,na,1.0,1.0,0.0,1.0,0.0,1.0,55.134434,55.134434,dompdb/1gjwA02,0.761809,1gjwA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.1180,Golgi alpha-mannosidase II,dompdb/1gjwA02,2.60.40.1180,2.60.40,R0236_betarolldomain_SEQ_E1207223E578_local_exact_prediction__H001,high,6-83,55.134434,dompdb/1gjwA02,0.761809,2.60.40.1180,Golgi alpha-mannosidase II,R0236_betarolldomain_SEQ_E1207223E578_local_exact_prediction__H001|high|6-83|dompdb/1gjwA02|2.60.40.1180|55.134434
770,SEQ_1EF961072754,152.0,1.0,0.0,0.0,1.0,6-149,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.578358,50.578358,dompdb/3r5dA03,0.866733,3r5dA03,2.0,Mainly Beta,2.16,3 Solenoid,2.160.10,UDP N-Acetylglucosamine Acyltransferase; domain 1,2.160.10.10,Hexapeptide repeat proteins,dompdb/3r5dA03,2.160.10.10,2.160.10,R1343_betarolldomain_SEQ_1EF961072754_local_exact_prediction__H001,high,6-149,50.578358,dompdb/3r5dA03,0.866733,2.160.10.10,Hexapeptide repeat proteins,R1343_betarolldomain_SEQ_1EF961072754_local_exact_prediction__H001|high|6-149|dompdb/3r5dA03|2.160.10.10|50.578358
771,SEQ_10992CD98709,152.0,1.0,0.0,0.0,1.0,6-149,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.595673,50.595673,dompdb/3r5dA03,0.865542,3r5dA03,2.0,Mainly Beta,2.16,3 Solenoid,2.160.10,UDP N-Acetylglucosamine Acyltransferase; domain 1,2.160.10.10,Hexapeptide repeat proteins,dompdb/3r5dA03,2.160.10.10,2.160.10,R1344_betarolldomain_SEQ_10992CD98709_local_exact_prediction__H001,high,6-149,50.595673,dompdb/3r5dA03,0.865542,2.160.10.10,Hexapeptide repeat proteins,R1344_betarolldomain_SEQ_10992CD98709_local_exact_prediction__H001|high|6-149|dompdb/3r5dA03|2.160.10.10|50.595673
772,SEQ_68F45D55ECBE,84.0,0.0,0.0,1.0,0.0,na,na,7-83,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
773,SEQ_5B89DC39C342,152.0,1.0,0.0,0.0,1.0,6-149,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.698608,50.698608,dompdb/3r5dA03,0.865136,3r5dA03,2.0,Mainly Beta,2.16,3 Solenoid,2.160.10,UDP N-Acetylglucosamine Acyltransferase; domain 1,2.160.10.10,Hexapeptide repeat proteins,dompdb/3r5dA03,2.160.10.10,2.160.10,R1345_betarolldomain_SEQ_5B89DC39C342_local_exact_prediction__H001,high,6-149,50.698608,dompdb/3r5dA03,0.865136,2.160.10.10,Hexapeptide repeat proteins,R1345_betarolldomain_SEQ_5B89DC39C342_local_exact_prediction__H001|high|6-149|dompdb/3r5dA03|2.160.10.10|50.698608
774,SEQ_28CC1EBFF4E7,152.0,1.0,0.0,0.0,1.0,7-148,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.119522,50.119522,dompdb/4m0hA01,0.870345,4m0hA01,2.0,Mainly Beta,2.6,Sandwich,2.60.120,Jelly Rolls,2.60.120.1440,,dompdb/4m0hA01,2.60.120.1440,2.60.120,R1346_betarolldomain_SEQ_28CC1EBFF4E7_local_exact_prediction__H001,high,7-148,50.119522,dompdb/4m0hA01,0.870345,2.60.120.1440,,R1346_betarolldomain_SEQ_28CC1EBFF4E7_local_exact_prediction__H001|high|7-148|dompdb/4m0hA01|2.60.120.1440|50.119522
778,SEQ_805128E74BD6,39.0,1.0,0.0,0.0,1.0,8-38,na,na,1.0,1.0,0.0,1.0,0.0,1.0,3521.318848,3521.318848,dompdb/7xrjA01,0.695836,7xrjA01,,,,,,,,,dompdb/7xrjA01,,,R1347_knottin_SEQ_805128E74BD6_PDB_exact__H001,high,8-38,3521.318848,dompdb/7xrjA01,0.695836,,,R1347_knottin_SEQ_805128E74BD6_PDB_exact__H001|high|8-38|dompdb/7xrjA01||3521.318848
779,SEQ_84484723985B,167.0,0.0,1.0,0.0,1.0,na,5-131,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R0238_betarolldomain_SEQ_84484723985B_PDB_exact__M001|medium|5-131|||
780,SEQ_3AF6845C527E,70.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
782,SEQ_2D6FEBF34FF1,471.0,1.0,0.0,0.0,1.0,21-88,na,na,1.0,1.0,0.0,1.0,0.0,1.0,38.927441,38.927441,dompdb/3c9aA02,0.813507,3c9aA02,2.0,Mainly Beta,2.2,Single Sheet,2.20.20,Anthopleurin-A,2.20.20.150,,dompdb/3c9aA02,2.20.20.150,2.20.20,R1348_adnectin_SEQ_2D6FEBF34FF1_PDB_exact__H001,high,21-88,38.927441,dompdb/3c9aA02,0.813507,2.20.20.150,,R1348_adnectin_SEQ_2D6FEBF34FF1_PDB_exact__H001|high|21-88|dompdb/3c9aA02|2.20.20.150|38.927441
786,SEQ_C9ABBEAADFFD,145.0,0.0,0.0,1.0,0.0,na,na,5-93,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
787,SEQ_6BB0F6E18C30,149.0,0.0,0.0,1.0,0.0,na,na,3-93,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
788,SEQ_229E2C6963C0,61.0,1.0,0.0,0.0,1.0,5-58,na,na,1.0,1.0,0.0,1.0,0.0,1.0,41.758495,41.758495,dompdb/2d46A00,0.869563,2d46A00,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.1310,Ybab; Chain: A;,3.30.1310.30,,dompdb/2d46A00,3.30.1310.30,3.30.1310,R0242_avimer_SEQ_229E2C6963C0_PDB_exact__H001,high,5-58,41.758495,dompdb/2d46A00,0.869563,3.30.1310.30,,R0242_avimer_SEQ_229E2C6963C0_PDB_exact__H001|high|5-58|dompdb/2d46A00|3.30.1310.30|41.758495
789,SEQ_4B0B9E2E03D4,56.0,1.0,0.0,0.0,1.0,3-55,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.075558,37.075558,dompdb/1fakI00,0.915177,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0243_kunitz_SEQ_4B0B9E2E03D4_local_exact_prediction__H001,high,3-55,37.075558,dompdb/1fakI00,0.915177,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0243_kunitz_SEQ_4B0B9E2E03D4_local_exact_prediction__H001|high|3-55|dompdb/1fakI00|4.10.410.10|37.075558
790,SEQ_4839792C59E8,56.0,1.0,0.0,0.0,1.0,3-54,na,na,1.0,1.0,0.0,1.0,0.0,1.0,36.863018,36.863018,dompdb/1fakI00,0.916535,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0244_kunitz_SEQ_4839792C59E8_local_exact_prediction__H001,high,3-54,36.863018,dompdb/1fakI00,0.916535,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0244_kunitz_SEQ_4839792C59E8_local_exact_prediction__H001|high|3-54|dompdb/1fakI00|4.10.410.10|36.863018
792,SEQ_BC65BACDE80C,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1349_cyclotide_SEQ_BC65BACDE80C_local_exact_prediction__M001|medium|2-31|||
793,SEQ_795C67A724FF,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1350_cyclotide_SEQ_795C67A724FF_local_exact_prediction__M001|medium|2-31|||
794,SEQ_7673B6D78C5A,31.0,0.0,0.0,1.0,0.0,na,na,2-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
795,SEQ_9F01A94B19AE,31.0,0.0,0.0,1.0,0.0,na,na,2-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
796,SEQ_51FA34256E08,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1353_cyclotide_SEQ_51FA34256E08_local_exact_prediction__M001|medium|2-31|||
797,SEQ_6CFF0E186956,31.0,0.0,0.0,1.0,0.0,na,na,2-31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
798,SEQ_9B90F8FAF41C,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1355_cyclotide_SEQ_9B90F8FAF41C_local_exact_prediction__M001|medium|2-31|||
799,SEQ_FAD5B01B8E06,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1356_cyclotide_SEQ_FAD5B01B8E06_local_exact_prediction__M001|medium|2-31|||
800,SEQ_524A957D4A12,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1357_cyclotide_SEQ_524A957D4A12_local_exact_prediction__M001|medium|2-31|||
801,SEQ_6B8B56FC68DB,21.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
803,SEQ_48944E97C39F,28.0,0.0,1.0,0.0,1.0,na,2-28,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1359_knottin_SEQ_48944E97C39F_PDB_exact__M001|medium|2-28|||
805,SEQ_B2088DC068AF,201.0,0.0,2.0,0.0,2.0,na,"5-91,128-200",na,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R0245_adnectin_SEQ_B2088DC068AF_PDB_exact__M001|medium|5-91|||; R0245_adnectin_SEQ_B2088DC068AF_PDB_exact__M002|medium|128-200|||
806,SEQ_E80F1D621BB6,32.0,0.0,1.0,0.0,1.0,na,2-32,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1360_cyclotide_SEQ_E80F1D621BB6_local_exact_prediction__M001|medium|2-32|||
807,SEQ_0B232BA3DDFB,32.0,0.0,0.0,1.0,0.0,na,na,2-32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
808,SEQ_9BFC4203E95B,43.0,1.0,0.0,0.0,1.0,4-39,na,na,1.0,1.0,0.0,1.0,0.0,1.0,2770.483154,2770.483154,dompdb/2f00A01,0.694109,2f00A01,3.0,Alpha Beta,3.4,3-Layer(aba) Sandwich,3.40.50,Rossmann fold,3.40.50.720,NAD(P)-binding Rossmann-like Domain,dompdb/2f00A01,3.40.50.720,3.40.50,R1362_cyclotide_SEQ_9BFC4203E95B_PDB_exact__H001,high,4-39,2770.483154,dompdb/2f00A01,0.694109,3.40.50.720,NAD(P)-binding Rossmann-like Domain,R1362_cyclotide_SEQ_9BFC4203E95B_PDB_exact__H001|high|4-39|dompdb/2f00A01|3.40.50.720|2770.483154
811,SEQ_28859986F69C,1309.0,0.0,1.0,2.0,1.0,na,428-682_699-811,"2-368,4-125",1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1363_obody_SEQ_28859986F69C_PDB_exact__M001|medium|428-682,699-811|||"
812,SEQ_0A43980CF5AE,190.0,0.0,0.0,1.0,0.0,na,na,3-124,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
813,SEQ_186CCCEEDA61,354.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
814,SEQ_42BE4BF6BF77,648.0,0.0,1.0,1.0,1.0,na,430-648,2-367,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1366_obody_SEQ_42BE4BF6BF77_PDB_exact__M001|medium|430-648|||
815,SEQ_C612D4BF7354,94.0,1.0,0.0,0.0,1.0,6-93,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.128786,31.128786,dompdb/4s0sD00,0.97887,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1367_adnectin_SEQ_C612D4BF7354_local_exact_prediction__H001,high,6-93,31.128786,dompdb/4s0sD00,0.97887,2.60.40.10,Immunoglobulins,R1367_adnectin_SEQ_C612D4BF7354_local_exact_prediction__H001|high|6-93|dompdb/4s0sD00|2.60.40.10|31.128786
816,SEQ_FCD99FBF569E,94.0,1.0,0.0,0.0,1.0,6-93,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.113428,31.113428,dompdb/4s0sD00,0.979591,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1368_adnectin_SEQ_FCD99FBF569E_local_exact_prediction__H001,high,6-93,31.113428,dompdb/4s0sD00,0.979591,2.60.40.10,Immunoglobulins,R1368_adnectin_SEQ_FCD99FBF569E_local_exact_prediction__H001|high|6-93|dompdb/4s0sD00|2.60.40.10|31.113428
817,SEQ_55F744C11B3E,534.0,1.0,1.0,3.0,2.0,8-105_259-323,114-252_333-363,"115-151_210-257,152-209_335-371,370-456",2.0,1.0,1.0,1.0,1.0,0.5,52.548874,52.548874,dompdb/3nhiA02,0.656373,3nhiA02,1.0,Mainly Alpha,1.1,Orthogonal Bundle,1.10.238,Recoverin; domain 1,1.10.238.20,Pheromone/general odorant binding protein domain,dompdb/3nhiA02,1.10.238.20,1.10.238,R1369_adnectin_SEQ_55F744C11B3E_PDB_exact__H001,high,"8-105,259-323",52.548874,dompdb/3nhiA02,0.656373,1.10.238.20,Pheromone/general odorant binding protein domain,"R1369_adnectin_SEQ_55F744C11B3E_PDB_exact__H001|high|8-105,259-323|dompdb/3nhiA02|1.10.238.20|52.548874; R1369_adnectin_SEQ_55F744C11B3E_PDB_exact__M001|medium|114-252,333-363|||"
818,SEQ_224C55CC9B6E,742.0,2.0,1.0,2.0,3.0,"7-106_259-324,375-457",114-253_334-364,"115-151_210-257,152-209_334-371",3.0,2.0,1.0,2.0,1.0,0.666667,41.849297,48.231915,dompdb/4s0sD00,0.95155,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/2oivA00; dompdb/4s0sD00,2.60.40.10; 3.40.395.10,2.60.40; 3.40.395,R1370_adnectin_SEQ_224C55CC9B6E_PDB_exact__H001,high,"7-106,259-324",48.231915,dompdb/2oivA00,0.649297,3.40.395.10,Adenoviral Proteinase; Chain A,"R1370_adnectin_SEQ_224C55CC9B6E_PDB_exact__H001|high|7-106,259-324|dompdb/2oivA00|3.40.395.10|48.231915; R1370_adnectin_SEQ_224C55CC9B6E_PDB_exact__H002|high|375-457|dompdb/4s0sD00|2.60.40.10|35.466679; R1370_adnectin_SEQ_224C55CC9B6E_PDB_exact__M001|medium|114-253,334-364|||"
819,SEQ_25B85A2F7AB1,92.0,1.0,0.0,0.0,1.0,6-91,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.597317,31.597317,dompdb/4s0sD00,0.98176,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1371_adnectin_SEQ_25B85A2F7AB1_local_exact_prediction__H001,high,6-91,31.597317,dompdb/4s0sD00,0.98176,2.60.40.10,Immunoglobulins,R1371_adnectin_SEQ_25B85A2F7AB1_local_exact_prediction__H001|high|6-91|dompdb/4s0sD00|2.60.40.10|31.597317
820,SEQ_2DC631FB1CC1,93.0,1.0,0.0,0.0,1.0,6-92,na,na,1.0,1.0,0.0,1.0,0.0,1.0,30.000189,30.000189,dompdb/4s0sD00,0.985062,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1372_adnectin_SEQ_2DC631FB1CC1_local_exact_prediction__H001,high,6-92,30.000189,dompdb/4s0sD00,0.985062,2.60.40.10,Immunoglobulins,R1372_adnectin_SEQ_2DC631FB1CC1_local_exact_prediction__H001|high|6-92|dompdb/4s0sD00|2.60.40.10|30.000189
821,SEQ_37828D4A0148,93.0,1.0,0.0,0.0,1.0,6-92,na,na,1.0,1.0,0.0,1.0,0.0,1.0,30.038399,30.038399,dompdb/4s0sD00,0.984686,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1373_adnectin_SEQ_37828D4A0148_local_exact_prediction__H001,high,6-92,30.038399,dompdb/4s0sD00,0.984686,2.60.40.10,Immunoglobulins,R1373_adnectin_SEQ_37828D4A0148_local_exact_prediction__H001|high|6-92|dompdb/4s0sD00|2.60.40.10|30.038399
822,SEQ_7C0A612910FE,96.0,1.0,0.0,0.0,1.0,6-95,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.38727,31.38727,dompdb/4s0sD00,0.983899,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1374_adnectin_SEQ_7C0A612910FE_local_exact_prediction__H001,high,6-95,31.38727,dompdb/4s0sD00,0.983899,2.60.40.10,Immunoglobulins,R1374_adnectin_SEQ_7C0A612910FE_local_exact_prediction__H001|high|6-95|dompdb/4s0sD00|2.60.40.10|31.387270
823,SEQ_94CF318674D8,94.0,1.0,0.0,0.0,1.0,6-93,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.644958,31.644958,dompdb/3l5iA02,0.979152,3l5iA02,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/3l5iA02,2.60.40.10,2.60.40,R1375_adnectin_SEQ_94CF318674D8_local_exact_prediction__H001,high,6-93,31.644958,dompdb/3l5iA02,0.979152,2.60.40.10,Immunoglobulins,R1375_adnectin_SEQ_94CF318674D8_local_exact_prediction__H001|high|6-93|dompdb/3l5iA02|2.60.40.10|31.644958
824,SEQ_6ED945768DF0,690.0,3.0,0.0,0.0,3.0,"5-108_260-326,115-255_335-366,380-463",na,na,3.0,3.0,0.0,3.0,0.0,1.0,43.606477,51.523117,dompdb/4s0sD00,0.957187,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/1ursA02; dompdb/1ursB01; dompdb/4s0sD00,2.60.40.10; 3.40.190.10,2.60.40; 3.40.190,R1376_adnectin_SEQ_6ED945768DF0_PDB_exact__H002,high,"115-255,335-366",51.523117,dompdb/1ursA02,0.851462,3.40.190.10,Periplasmic binding protein-like II,"R1376_adnectin_SEQ_6ED945768DF0_PDB_exact__H001|high|5-108,260-326|dompdb/1ursB01|3.40.190.10|44.305401; R1376_adnectin_SEQ_6ED945768DF0_PDB_exact__H002|high|115-255,335-366|dompdb/1ursA02|3.40.190.10|51.523117; R1376_adnectin_SEQ_6ED945768DF0_PDB_exact__H003|high|380-463|dompdb/4s0sD00|2.60.40.10|34.990913"
825,SEQ_7A1AA1689629,92.0,1.0,0.0,0.0,1.0,6-91,na,na,1.0,1.0,0.0,1.0,0.0,1.0,31.408213,31.408213,dompdb/4s0sD00,0.979134,4s0sD00,2.0,Mainly Beta,2.6,Sandwich,2.60.40,Immunoglobulin-like,2.60.40.10,Immunoglobulins,dompdb/4s0sD00,2.60.40.10,2.60.40,R1377_adnectin_SEQ_7A1AA1689629_local_exact_prediction__H001,high,6-91,31.408213,dompdb/4s0sD00,0.979134,2.60.40.10,Immunoglobulins,R1377_adnectin_SEQ_7A1AA1689629_local_exact_prediction__H001|high|6-91|dompdb/4s0sD00|2.60.40.10|31.408213
826,SEQ_2F552064CCD5,96.0,1.0,0.0,0.0,1.0,6-95,na,na,1.0,1.0,0.0,1.0,0.0,1.0,29.610012,29.610012,dompdb/5e4qA02,0.974095,5e4qA02,,,,,,,,,dompdb/5e4qA02,,,R1378_adnectin_SEQ_2F552064CCD5_local_exact_prediction__H001,high,6-95,29.610012,dompdb/5e4qA02,0.974095,,,R1378_adnectin_SEQ_2F552064CCD5_local_exact_prediction__H001|high|6-95|dompdb/5e4qA02||29.610012
827,SEQ_5E5E6D17EC24,103.0,0.0,1.0,0.0,1.0,na,9-102,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1379_adnectin_SEQ_5E5E6D17EC24_local_exact_prediction__M001|medium|9-102|||
