protein_row_id,structure_unique_sequence_id,ProtParam_MW_Da,ProtParam_pI,ProtParam_GRAVY,ProtParam_Instability_Index,ProtParam_Aromaticity,ProtParam_Ext_Coeff_Reduced,ProtParam_Ext_Coeff_Oxidized
368,SEQ_CD74A807A8D1,3123.65,7.85,0.5167,42.05,0.0667,6990,7365
370,SEQ_BDFF4A9DE2B6,3100.66,6.04,0.7133,42.36,0.0333,5500,5875
371,SEQ_824EBC716FEA,3194.77,8.36,0.33,19.76,0.0667,6990,7365
372,SEQ_B9FEA70BF2D6,3179.75,8.34,0.4267,25.39,0.1333,2980,3355
373,SEQ_B5193CD8BD26,3174.73,6.11,0.55,10.48,0.1,2980,3355
374,SEQ_E880A6F1888F,3239.76,7.84,0.4452,23.39,0.129,4470,4845
375,SEQ_42F9B0D81AAF,3085.59,4.37,0.6433,24.17,0.0667,2980,3355
376,SEQ_68C3ADB61FB6,3243.79,6.18,0.4645,30.17,0.0645,2980,3355
377,SEQ_2D2E497A2B31,3242.85,8.34,0.4516,23.96,0.0645,2980,3355
379,SEQ_724AE2C808B5,3012.55,8.66,0.0222,28.41,0.1481,2980,3355
380,SEQ_8DA515E0F75D,3199.62,4.37,-0.0433,36.71,0.1,6990,7365
381,SEQ_9BD6E2E1595B,3106.62,8.35,-0.2828,40.03,0.069,2980,3355
382,SEQ_724C505A6185,3307.8,7.84,-0.0226,29.96,0.0645,2980,3355
383,SEQ_9472A5740DA9,3511.1,9.57,-0.7968,111.69,0.0323,5500,5875
384,SEQ_183606C252A2,3928.41,4.78,-0.1892,58.24,0.0541,1490,1865
385,SEQ_B0738D7A6001,3019.5,7.86,0.0552,50.21,0.0345,5500,5875
386,SEQ_0EB1A934B018,2983.42,6.04,0.3414,49.88,0.069,6990,7365
387,SEQ_D3CF5538247C,3095.6,7.85,0.0379,47.28,0.069,6990,7365
388,SEQ_E1B006DCEDEB,3053.56,6.04,0.4241,40.31,0.069,6990,7365
389,SEQ_D2483AC96D67,3083.6,4.37,0.2138,45.95,0.069,6990,7365
390,SEQ_AD11379F0B08,2930.36,6.04,0.2276,42.68,0.0345,5500,5875
391,SEQ_F8B997014C1E,3163.63,7.86,-0.2379,22.63,0.1034,8480,8855
392,SEQ_DFAA362614C4,6630.44,6.43,-0.8,42.63,0.1379,15470,15845
395,SEQ_4C9AD830844C,6056.64,4.38,-0.3836,63.68,0.1455,9970,10220
397,SEQ_EB78B2647126,6137.04,7.88,-0.3556,48.49,0.1296,9970,10220
399,SEQ_6BD04A230927,13777.15,8.88,-0.4556,28.48,0.119,28420,28545
400,SEQ_74AF9778CC4A,12586.95,9.07,-0.3661,34.86,0.1043,34950,35075
401,SEQ_3FF4466A6535,12559.88,8.72,-0.3739,42.12,0.1043,33460,33585
402,SEQ_47E2A19B7FB6,13171.53,9.01,-0.4832,29.29,0.1176,29450,29575
403,SEQ_7AA7003B8DE9,13575.88,8.05,-0.3183,36.49,0.0952,21430,21555
404,SEQ_A965E8E3D573,12920.0,5.77,-0.6305,39.85,0.1017,27960,28085
405,SEQ_52A18013B3AF,13606.03,8.02,-0.4368,24.01,0.104,26930,27055
406,SEQ_7E99E24925D2,13351.68,8.64,-0.4065,29.4,0.0976,26930,27055
407,SEQ_646715CCF02E,13677.95,9.01,-0.4603,33.21,0.127,21430,21555
408,SEQ_30363602D724,13169.42,8.06,-0.5361,34.39,0.1176,29450,29575
409,SEQ_7D4C4F21A70E,13961.48,8.03,-0.1636,40.55,0.1163,22920,23045
410,SEQ_292BE916DA33,13358.04,8.03,0.1016,37.27,0.12,28420,28545
411,SEQ_9F16F2F47FD7,27879.84,9.21,-0.3243,39.74,0.1004,42860,43110
412,SEQ_2EE1BC9CF29B,13336.82,9.34,-0.4361,37.47,0.0738,22460,22585
413,SEQ_F9A4E9925C02,13506.71,4.47,-0.3702,32.13,0.121,29910,30160
414,SEQ_ABEB7302478C,11917.0,6.85,-0.3723,23.34,0.0893,19940,20065
415,SEQ_D56BECAA7D2D,10086.24,8.24,-0.086,18.2,0.1183,18910,18910
416,SEQ_A4CBF72C5FAF,9491.64,9.23,-0.1733,22.78,0.1047,14440,14440
417,SEQ_D3ACC139F142,6756.49,4.48,-0.1672,53.22,0.1475,9970,10345
419,SEQ_6BA86B755318,6771.58,8.86,-0.6387,34.77,0.129,5960,6335
420,SEQ_EF1FB223E20F,3497.02,8.6,-0.33,37.58,0.0333,0,0
422,SEQ_BEE532799C8F,3125.79,11.84,-0.576,77.92,0.16,11000,11125
423,SEQ_5F7AB791771F,2916.48,9.69,-0.268,68.31,0.12,1490,1740
424,SEQ_16DA547654AD,50776.71,6.31,-0.6643,60.69,0.083,42860,44360
425,SEQ_3ADFA96EB31F,2157.39,5.98,0.2217,25.57,0.0,0,250
426,SEQ_8C6371B5BE71,3885.43,8.64,-0.4972,61.46,0.0833,6990,7365
427,SEQ_DA409A8F3A96,2886.31,5.96,0.2379,52.3,0.0345,5500,5875
428,SEQ_3B3B6CECFCB4,5577.44,10.57,-0.39,84.15,0.04,1490,1490
429,SEQ_B10A475713FF,9947.16,4.75,-0.4169,16.22,0.1011,22460,22585
430,SEQ_A2FD89A945DF,9941.11,4.75,-0.4315,20.21,0.1011,22460,22460
431,SEQ_010B7C94EB1A,10180.3,5.04,-0.2819,38.32,0.0638,4470,4470
432,SEQ_34FCDF4094F9,6455.34,5.01,-0.3655,32.46,0.1207,16960,17335
433,SEQ_1D1AC0020277,3108.54,5.0,-0.3828,28.43,0.0345,0,375
434,SEQ_E96B1CA674B0,10663.63,4.14,-0.0224,29.79,0.1735,39880,39880
440,SEQ_B8CF3A66802B,3793.28,4.05,0.1833,30.69,0.1389,4470,4845
441,SEQ_E87A6010379C,3143.73,5.92,1.0212,19.82,0.0303,0,375
442,SEQ_C3E65C956950,3029.58,4.21,1.0938,48.37,0.0312,0,375
443,SEQ_A91614A6B223,3291.89,4.43,0.5424,44.17,0.0,0,375
444,SEQ_2BA2EFE11032,2137.44,4.21,0.2409,36.3,0.0455,0,375
445,SEQ_080B217BE600,2271.63,8.69,-0.7381,7.5,0.0476,5500,5875
446,SEQ_410B6D2AFC86,2080.31,6.71,-0.0136,27.83,0.0455,1490,1740
447,SEQ_7A111C1CCAB5,2086.31,5.98,0.15,35.74,0.0,0,250
448,SEQ_E2112400888A,3560.83,4.05,-0.2028,75.31,0.0556,1490,1865
459,SEQ_81515E7778E7,3329.74,4.41,-0.2133,58.48,0.1333,13980,14355
462,SEQ_40FEEBEA2414,3293.78,8.35,0.0818,53.81,0.0606,5500,5875
464,SEQ_3576BDFA176E,3188.59,5.96,0.0758,36.19,0.0303,5500,5875
465,SEQ_F78D42B42D95,3610.15,8.33,-0.0529,37.11,0.1471,13980,14355
467,SEQ_C35861749DC8,4204.72,7.7,-0.7763,35.09,0.0789,8480,8980
468,SEQ_7E8A4EEF51D2,3913.66,8.89,0.1086,32.88,0.1143,12490,12865
469,SEQ_1AF93AA3C636,3837.4,8.35,-0.1139,33.75,0.0556,1490,1865
470,SEQ_CAE1FE538364,3798.39,8.35,-0.16,36.57,0.0571,1490,1865
471,SEQ_C90E14056857,3535.99,8.55,-0.4697,32.34,0.0606,1490,1740
472,SEQ_6E40CFA19F99,3911.54,8.35,-0.05,35.83,0.0556,1490,1865
473,SEQ_DE5A44671AB6,3936.53,8.7,-0.2278,53.83,0.0556,1490,1865
474,SEQ_C634CE81AEBD,3966.56,8.35,-0.1278,35.04,0.0833,6990,7365
476,SEQ_54FBD3C2BDAA,3615.15,8.63,-0.6212,77.94,0.1212,8480,8855
477,SEQ_67003E0E0E5E,3293.03,9.13,-0.1517,78.83,0.1034,11000,11375
480,SEQ_3748A8E8B7D0,4102.87,8.89,-0.4265,-1.14,0.1765,11000,11375
481,SEQ_D053FF491458,3546.04,7.76,-0.1469,9.79,0.1562,19480,19855
482,SEQ_60C6CE683DAD,4046.53,6.16,-0.5622,72.49,0.1081,8480,8980
500,SEQ_419EBE3CE5AE,3249.55,4.05,-0.2333,52.78,0.0606,5500,5875
501,SEQ_A4D4621E5EBD,3947.36,4.78,-0.6342,60.68,0.0263,5500,5875
502,SEQ_712B138118C1,3947.36,4.78,-0.6342,58.45,0.0263,5500,5875
503,SEQ_92DFDD8257AC,3352.69,4.05,-0.1529,45.39,0.0588,5500,5875
505,SEQ_7BBD157A4B78,3377.72,4.43,-0.3412,46.68,0.0588,5500,5875
506,SEQ_8D5A2505BCB6,3333.67,6.0,-0.5788,41.95,0.0606,5500,5875
507,SEQ_E20F90D2887F,3205.5,4.43,-0.475,33.21,0.0625,5500,5875
508,SEQ_8FEC780EC11B,3249.55,4.05,-0.2333,46.46,0.0606,5500,5875
509,SEQ_3A90E79CA92E,3890.31,4.78,-0.6405,59.76,0.027,5500,5875
510,SEQ_312FE63D2D1B,3070.59,7.78,0.17,54.26,0.0333,0,375
512,SEQ_0A4C346BCB08,3202.75,8.34,-0.02,73.02,0.0333,0,375
513,SEQ_DDCFCF96F97C,2904.44,7.78,0.175,39.03,0.0357,0,375
514,SEQ_9C27F45246FC,2991.52,7.78,0.1414,38.03,0.0345,0,375
515,SEQ_9D25061885B0,2904.44,7.78,0.15,32.15,0.0357,0,375
516,SEQ_8BC0FD64C2C4,3338.78,6.0,-0.4364,37.02,0.0303,0,375
518,SEQ_B119E7FC52EB,3297.68,4.43,-0.3424,35.7,0.0303,0,375
519,SEQ_63658A06AA2E,3362.67,4.23,-0.5061,31.9,0.0606,5500,5875
521,SEQ_C61DD569BF45,3386.78,4.43,-0.3212,33.6,0.0606,5500,5875
523,SEQ_A700A1CB724C,2263.76,8.23,0.5762,38.25,0.0952,0,500
526,SEQ_CBE111D988D8,2856.29,8.69,-0.175,28.55,0.0,0,375
527,SEQ_63801C57AF6F,3935.36,4.59,-0.2611,54.61,0.0278,0,375
528,SEQ_36C4B3931420,3977.36,4.4,-0.5278,67.11,0.0278,0,375
529,SEQ_922F8BB3E0EA,3833.19,4.65,-0.6194,50.98,0.0278,1490,1865
532,SEQ_34E1B0363623,3765.12,4.89,-0.4278,46.64,0.0278,0,375
533,SEQ_87CCE9BBB103,3739.04,4.89,-0.5556,46.64,0.0278,0,375
534,SEQ_52A823D3828F,3821.22,4.89,-0.3111,54.35,0.0278,0,375
535,SEQ_C468263F8BAF,3877.33,4.89,-0.175,54.35,0.0278,0,375
536,SEQ_688BDC5BD65E,3825.17,4.89,-0.4306,49.0,0.0278,0,375
538,SEQ_42132F8E2E6A,2694.06,7.78,0.1692,89.75,0.1538,6990,7365
540,SEQ_AD687321CF4C,3456.01,6.08,0.0697,68.71,0.0303,5500,5875
541,SEQ_2C8905359E3B,3194.51,4.23,-0.2875,60.05,0.0625,5500,5875
542,SEQ_9637B8642093,3307.67,4.23,-0.1424,61.11,0.0606,5500,5875
545,SEQ_C0F1D17D3E78,3950.56,8.34,-0.273,27.09,0.027,1490,1865
546,SEQ_4C4A833BC4FA,4024.5,5.47,-0.4237,37.6,0.0263,5500,5875
547,SEQ_45C91BE483CD,4227.85,6.7,-0.4474,38.56,0.0526,2980,3480
548,SEQ_5044768A906B,4209.86,7.71,-0.1947,50.68,0.0526,2980,3480
549,SEQ_DCF5962650D7,4367.07,8.5,-0.6237,49.12,0.0789,8480,8980
550,SEQ_13BEF5431854,4251.98,8.5,-0.3237,47.48,0.0789,8480,8980
551,SEQ_BBF893294599,4310.97,8.51,-0.5421,66.91,0.0789,8480,8980
552,SEQ_6DD26A3FD889,4255.91,7.72,-0.3553,32.12,0.0789,4470,4970
553,SEQ_8D02A22E1C2A,3965.61,7.71,0.2143,45.58,0.1429,2980,3480
554,SEQ_0F00F2E6B1DF,4220.93,8.52,-0.2211,40.38,0.0526,2980,3480
555,SEQ_AD422C5621F6,4096.65,5.43,-0.0868,40.54,0.0526,2980,3480
556,SEQ_D0D73EE56026,4195.83,7.71,-0.3237,49.72,0.0526,2980,3480
557,SEQ_D35B87C7EACE,4011.55,6.69,-0.1474,77.16,0.0526,2980,3480
558,SEQ_47ED6C89D96C,4222.82,7.71,-0.4026,51.39,0.0526,2980,3480
559,SEQ_D8C9DDA12A7E,4137.75,6.69,-0.1684,34.09,0.0526,2980,3480
560,SEQ_69ED09FE0FF3,4206.9,8.52,-0.2105,51.39,0.0526,2980,3480
561,SEQ_4721660F144B,4073.62,5.43,-0.2162,44.28,0.0811,4470,4970
562,SEQ_94C36847C615,4229.8,6.69,-0.3289,43.37,0.0789,4470,4970
563,SEQ_402F96509C3E,5258.16,8.41,0.0447,29.06,0.1064,2980,3605
564,SEQ_BD5EC1CC1ECF,3214.52,4.05,0.1,52.36,0.0294,0,375
565,SEQ_1AC2A9E44ED9,3111.38,4.05,0.0273,53.64,0.0303,0,375
566,SEQ_879ED9668089,3152.48,4.43,-0.0667,58.23,0.0303,0,375
567,SEQ_F82031001B34,3111.38,4.05,0.0273,56.9,0.0303,0,375
570,SEQ_6CE9AEC60B3C,3016.37,4.37,0.0069,41.1,0.1034,5500,5875
571,SEQ_554EBB4EFF5C,3864.6,9.46,-1.2879,77.45,0.0,0,375
575,SEQ_F35A210FED7D,2947.39,4.37,0.3621,34.02,0.069,5500,5875
576,SEQ_D7807A76AB83,3457.93,4.41,-0.2156,20.47,0.0938,6990,7365
579,SEQ_89376FBBE558,8244.62,5.65,0.4065,24.71,0.039,1490,1865
580,SEQ_474452DE8426,10362.61,8.11,-0.2585,21.68,0.0957,14440,14440
583,SEQ_432D20D1BE90,2477.83,10.72,-0.3095,41.69,0.1429,6990,7115
584,SEQ_15402ED473B5,4642.33,8.73,-0.4116,41.18,0.0698,6990,7490
585,SEQ_5BD2799983BD,4408.05,9.12,-0.7205,47.66,0.1282,9970,10470
589,SEQ_507EDB86E264,3170.75,8.33,0.5067,36.77,0.1,1490,1865
591,SEQ_C57468BBC8AA,3025.42,4.67,-0.0655,41.57,0.069,5500,5875
592,SEQ_42FC485E0EA3,3024.43,5.96,-0.0655,45.82,0.069,5500,5875
593,SEQ_1107E8D5D567,2124.35,6.74,0.4,25.46,0.1905,2980,2980
594,SEQ_B5C2CDB4940E,2733.16,6.86,0.9781,58.47,0.0,0,375
595,SEQ_C2A143529910,3431.87,6.85,0.3316,43.51,0.0,0,500
596,SEQ_7642DC1EBB25,3825.47,8.69,-0.1229,42.94,0.0571,5500,5875
597,SEQ_C352BBA4AB13,3188.59,5.96,0.0758,42.51,0.0303,5500,5875
599,SEQ_226E54CF054A,9392.72,11.33,-0.6682,20.12,0.0706,13980,14105
600,SEQ_109932BC056F,2877.39,8.52,0.2593,31.56,0.1111,2980,3230
601,SEQ_1714AE38107E,11280.23,4.56,-0.3456,30.63,0.165,28880,28880
602,SEQ_C414E4889496,3413.02,7.76,0.3062,27.87,0.0938,6990,7365
603,SEQ_9DDDDC3033C7,3304.83,6.15,0.4813,51.63,0.0938,2980,3355
604,SEQ_A7A976AFF853,3398.99,7.76,0.2969,34.78,0.0938,6990,7365
605,SEQ_96484434E511,2052.34,9.6,0.19,58.83,0.05,5500,5500
606,SEQ_E067F9D14B76,2116.47,8.07,0.26,68.45,0.05,5500,5625
607,SEQ_7A12F881ABF8,4356.94,7.77,-0.0333,57.55,0.0952,4470,4845
608,SEQ_848FAE16E456,3808.18,7.77,-0.4684,37.47,0.0263,1490,1865
610,SEQ_18016E6051D0,4220.93,8.9,-0.15,54.57,0.075,2980,3355
611,SEQ_12220C61AAC9,4533.3,9.34,-0.3571,79.73,0.0714,2980,3355
612,SEQ_53264A9E5168,3476.99,8.66,-0.4441,46.36,0.0294,1490,1865
613,SEQ_8EA9C12C81AD,3419.94,8.66,-0.4455,47.46,0.0303,1490,1865
617,SEQ_82C8C3168875,5312.96,8.67,-0.2549,48.57,0.0784,8480,8855
618,SEQ_E96CEA854DAF,3158.66,8.69,-0.3267,64.91,0.0333,1490,1865
621,SEQ_3F55D42EFA01,4334.21,9.3,-0.1024,42.29,0.0488,1490,1865
622,SEQ_C84B31AAB96B,5161.16,10.08,-0.7,53.13,0.0444,2980,3355
623,SEQ_EFC68B9F6B97,3252.93,8.33,0.7935,14.38,0.0645,1490,1865
624,SEQ_8E2BD9DCA260,3238.91,8.33,0.7839,17.12,0.0645,1490,1865
625,SEQ_1B939801B0DF,3749.45,9.51,0.3297,4.9,0.027,0,125
626,SEQ_E9236DACA490,3249.93,9.51,0.4437,-4.2,0.0312,0,125
627,SEQ_393EA4DFCAE3,3291.92,4.78,0.7774,27.33,0.0645,6990,7365
628,SEQ_F56A19219226,3290.94,6.03,0.7774,27.33,0.0645,6990,7365
630,SEQ_90D1C4AED090,3122.66,4.37,0.7933,25.08,0.0667,6990,7365
631,SEQ_5B0D4CF40940,3180.79,8.33,0.48,26.56,0.0667,2980,3355
632,SEQ_6CB265A85862,3056.6,8.33,0.3448,25.6,0.069,2980,3355
633,SEQ_B89573A84BAC,3098.68,8.33,0.4379,25.6,0.069,2980,3355
634,SEQ_3FC6EA3C2183,3209.82,6.03,0.5833,20.5,0.0667,2980,3355
635,SEQ_357DAD8A9EC9,3210.81,4.78,0.5833,29.16,0.0667,2980,3355
636,SEQ_B745453A36B4,3167.78,7.76,0.6733,38.95,0.0667,2980,3355
637,SEQ_B4ADE3B76FFC,3113.65,4.37,0.7667,25.39,0.0667,2980,3355
638,SEQ_EF8CFABC8076,3140.68,5.96,0.7467,31.05,0.0667,2980,3355
640,SEQ_04BB8D94C64E,3097.69,6.15,0.9133,23.78,0.0667,1490,1865
641,SEQ_56031A8A6037,3139.73,8.33,0.6367,22.25,0.0667,1490,1865
642,SEQ_1DB23A26227E,3194.81,8.33,0.56,26.56,0.0667,1490,1865
644,SEQ_B3174F4E1E02,3123.73,8.33,0.6567,18.66,0.0667,1490,1865
646,SEQ_99D7A9F65472,3109.71,8.33,0.5833,13.0,0.0667,1490,1865
647,SEQ_BEFA3AF12B96,3125.71,8.33,0.56,18.66,0.0667,1490,1865
648,SEQ_4A14002074AD,3166.76,8.33,0.45,32.98,0.0667,1490,1865
649,SEQ_FA7B4A6C4C9C,3266.92,7.76,0.5871,27.64,0.0645,1490,1865
650,SEQ_B1629850F7DE,3252.89,7.76,0.5774,24.9,0.0645,1490,1865
651,SEQ_0EDD325C2E27,3153.71,6.03,0.5867,12.01,0.0667,1490,1865
652,SEQ_32F0A594876A,3175.77,8.33,0.44,26.56,0.0667,6990,7365
653,SEQ_160B3E2C2E5C,3148.74,8.33,0.53,18.66,0.0667,6990,7365
655,SEQ_F1C7407144DD,3191.77,8.33,0.3533,32.98,0.0667,6990,7365
657,SEQ_83105E341C5B,3191.77,8.33,0.33,32.98,0.0667,6990,7365
658,SEQ_0DEE059613E7,3178.77,8.33,0.4467,18.66,0.0667,6990,7365
659,SEQ_CE44EFF47729,3179.76,7.77,0.4233,20.97,0.0667,6990,7365
660,SEQ_A47DBBADED79,3178.77,8.33,0.4233,25.08,0.0667,6990,7365
661,SEQ_88D64DE2D577,3164.74,8.33,0.4133,22.25,0.0667,6990,7365
662,SEQ_BF0425006FF0,3139.73,8.33,0.52,16.15,0.0667,2980,3355
663,SEQ_4D3C9BB68FEF,3196.79,8.33,0.3467,24.04,0.0667,2980,3355
664,SEQ_C13C147C45F2,3155.73,8.33,0.41,22.57,0.0667,2980,3355
665,SEQ_D91C51899CF8,3141.71,8.33,0.4,19.74,0.0667,2980,3355
666,SEQ_B94EFF38D023,3111.72,8.32,0.51,14.84,0.0667,2980,3355
667,SEQ_74B149224CF8,3183.79,8.65,-0.1931,14.09,0.1034,1490,1865
668,SEQ_01D07BF52657,2989.43,4.67,0.1862,37.64,0.0345,5500,5875
669,SEQ_D1392840BE11,2962.4,5.96,0.0138,31.0,0.0345,5500,5875
670,SEQ_3F3FC86BDA22,2983.42,5.96,0.3414,48.54,0.069,6990,7365
671,SEQ_96D896023BA5,3614.45,11.59,-0.32,37.0,0.1,5500,5625
672,SEQ_6D408D676478,2030.24,5.84,-0.08,-8.14,0.1,11000,11000
674,SEQ_20F75E489B9D,3210.81,8.87,-0.5448,0.41,0.1034,8480,8855
677,SEQ_B52F45B06D64,3116.7,8.87,-0.4103,9.7,0.1034,2980,3355
678,SEQ_ADBBDF6D94FD,3119.66,8.63,-0.6034,3.06,0.1034,2980,3355
679,SEQ_9D8B663D935A,3185.72,8.62,-0.569,2.73,0.1379,4470,4845
680,SEQ_FBA2674971D0,4791.26,4.05,-0.1152,36.0,0.0435,0,375
682,SEQ_A3A2B01515A1,3761.53,9.86,-0.4688,25.82,0.0938,2980,3355
683,SEQ_F51C1F9E7AA1,3296.98,8.32,0.6677,35.95,0.0645,2980,3355
684,SEQ_4C833575B6E3,3153.71,6.15,0.5633,35.46,0.0667,1490,1865
685,SEQ_D769EC4004EC,3152.73,7.77,0.5633,35.46,0.0667,1490,1865
686,SEQ_C254FD684E49,3170.7,6.15,0.48,30.14,0.0667,2980,3355
687,SEQ_A302C9EFAE01,3169.72,7.77,0.48,34.25,0.0667,2980,3355
688,SEQ_240717E245BB,3074.62,8.32,-0.0276,14.88,0.1034,2980,3355
689,SEQ_01D36627C958,3168.77,8.33,0.0966,18.09,0.1034,1490,1865
691,SEQ_CD0309F2B2E9,3088.64,8.32,-0.0241,20.41,0.1034,2980,3355
692,SEQ_A6122E2D0128,3014.43,4.67,0.1,42.89,0.069,1490,1865
694,SEQ_0843E69AC193,2902.31,5.96,0.1552,54.12,0.0345,5500,5875
696,SEQ_3B3F46A0FBF2,2930.36,5.96,0.1621,39.95,0.0345,5500,5875
700,SEQ_89A1CC96090D,3089.63,8.64,-0.3172,15.23,0.1034,2980,3355
701,SEQ_EBAD19AA9AB6,3150.67,7.77,-0.3552,26.75,0.069,6990,7365
702,SEQ_9CEE63A14720,3149.69,8.33,-0.3552,26.75,0.069,6990,7365
705,SEQ_7839AEF300F8,3000.41,4.67,0.1828,79.33,0.1034,6990,7365
706,SEQ_0D790A35FFE4,3046.44,4.27,0.0367,73.13,0.0667,5500,5875
710,SEQ_EFEC361AC42A,3010.45,7.78,-0.031,52.66,0.069,1490,1865
711,SEQ_8711CE809FA0,3060.46,4.27,0.04,55.84,0.0667,5500,5875
712,SEQ_7E2DC99AFBE0,3101.56,4.37,0.13,45.31,0.0667,5500,5875
715,SEQ_27C32BF660E5,2941.34,5.96,0.0966,49.73,0.069,1490,1865
716,SEQ_F9B7EA8A373E,2908.27,4.27,0.0241,52.46,0.0345,0,375
717,SEQ_76A9EF3CD42A,2979.39,4.67,0.1138,47.28,0.069,5500,5875
718,SEQ_64931E291543,2955.37,5.96,0.1,49.73,0.069,1490,1865
719,SEQ_DC2CB39DBD00,3199.62,4.37,-0.0433,39.21,0.1,6990,7365
721,SEQ_9166B01004EB,3095.6,7.77,0.0379,49.86,0.069,6990,7365
731,SEQ_E3E2B14669FD,2914.36,5.96,0.3207,32.75,0.0345,5500,5875
732,SEQ_B7DA7F41AA26,2840.26,7.83,-0.0464,33.22,0.0357,5500,5750
739,SEQ_7FA758C16451,3060.59,8.32,-0.0379,17.81,0.1034,2980,3355
741,SEQ_B58D1DFD1031,3859.49,8.89,-0.5029,27.09,0.0857,11000,11375
744,SEQ_B8BF9C235D5E,7192.29,5.67,-0.2318,51.15,0.0455,6990,7490
747,SEQ_D5822BFCC919,4037.62,4.75,-0.0026,25.28,0.0789,6990,7490
748,SEQ_65847F4CB37C,4935.64,5.48,0.0652,21.7,0.1087,6990,7490
749,SEQ_1AF9D7A48DBF,4788.46,5.48,0.0044,21.96,0.0889,6990,7490
750,SEQ_1C3CC39E95EE,12554.04,9.07,-0.1695,37.23,0.0847,16960,17085
751,SEQ_7F2FE09C1801,14054.34,6.44,-0.4598,34.12,0.1136,25900,25900
752,SEQ_2058A4111A75,13205.41,8.64,-0.4242,33.81,0.1048,25440,25565
753,SEQ_79F9491B1A52,13561.88,7.92,-0.446,25.46,0.121,31400,31525
754,SEQ_F139CC9099D6,13830.3,7.93,-0.2742,33.08,0.125,35410,35535
755,SEQ_F9B0E92F4C9C,13865.24,6.91,-0.293,35.57,0.125,35410,35535
758,SEQ_B159C3CE59CC,3855.67,8.89,-0.5813,35.18,0.0938,12490,12865
759,SEQ_4471B6DAA7A6,5731.23,9.76,-1.3423,28.55,0.1154,5960,6085
762,SEQ_24C8FF747644,3197.73,8.31,-0.01,41.22,0.1333,2980,3355
763,SEQ_E97FF40AD670,3177.74,8.66,-0.23,46.39,0.0333,1490,1865
766,SEQ_8D92B62CEED0,8333.03,4.05,0.175,11.48,0.0357,2980,2980
767,SEQ_CBCB32EA336B,15913.93,4.08,-0.3289,12.11,0.0526,16960,16960
768,SEQ_4038D4910B7B,15983.93,4.05,-0.3645,11.25,0.0658,18450,18450
769,SEQ_E1207223E578,8240.76,4.05,0.0298,9.69,0.0357,2980,2980
770,SEQ_1EF961072754,15844.86,4.05,-0.2842,11.4,0.0526,16960,16960
771,SEQ_10992CD98709,15851.79,4.06,-0.3336,13.72,0.0592,18450,18450
772,SEQ_68F45D55ECBE,8287.56,4.05,-0.2607,2.92,0.0595,4470,4470
773,SEQ_5B89DC39C342,16036.08,4.14,-0.3638,16.68,0.0658,27960,27960
774,SEQ_28CC1EBFF4E7,15896.81,4.05,-0.3487,12.59,0.0658,22460,22460
778,SEQ_805128E74BD6,4279.64,4.43,-0.7256,39.0,0.0513,2980,3355
779,SEQ_84484723985B,16963.88,4.05,-0.2844,12.43,0.0659,4470,4470
780,SEQ_3AF6845C527E,7664.67,4.72,-0.2882,33.17,0.0588,6990,7365
782,SEQ_2D6FEBF34FF1,10302.17,4.14,-0.0632,33.17,0.1684,32890,32890
786,SEQ_C9ABBEAADFFD,19141.34,5.22,-0.4426,40.91,0.0828,11920,12045
787,SEQ_6BB0F6E18C30,19269.51,5.37,-0.4629,42.12,0.0824,11920,12045
788,SEQ_229E2C6963C0,6868.22,4.55,-1.2098,62.85,0.0492,4470,4470
789,SEQ_4B0B9E2E03D4,6116.94,8.32,-0.1393,36.27,0.1429,4470,4845
790,SEQ_4839792C59E8,6191.02,8.32,-0.1518,53.08,0.1429,4470,4845
792,SEQ_BC65BACDE80C,3217.76,8.64,-0.1839,44.86,0.0968,2980,3355
793,SEQ_795C67A724FF,3294.84,7.76,0.4387,28.74,0.129,4470,4845
794,SEQ_7673B6D78C5A,3260.82,7.76,0.4935,28.74,0.0968,4470,4845
795,SEQ_9F01A94B19AE,3194.77,7.77,0.6742,25.34,0.0645,1490,1865
796,SEQ_51FA34256E08,3248.86,8.33,0.4871,37.37,0.0645,6990,7365
797,SEQ_6CFF0E186956,3267.86,8.33,0.4419,26.33,0.0645,2980,3355
798,SEQ_9B90F8FAF41C,3212.82,8.32,0.571,24.56,0.0645,2980,3355
799,SEQ_FAD5B01B8E06,3243.84,7.76,0.4516,26.38,0.0645,2980,3355
800,SEQ_524A957D4A12,3242.85,8.32,0.4903,14.69,0.0645,2980,3355
801,SEQ_6B8B56FC68DB,2435.94,10.47,-0.9,39.88,0.0476,1490,1615
803,SEQ_48944E97C39F,2904.28,4.17,0.3179,42.0,0.0714,1490,1865
805,SEQ_B2088DC068AF,9477.5,9.9,-0.7318,44.23,0.0941,16960,16960
806,SEQ_E80F1D621BB6,3466.06,4.79,0.3031,62.52,0.0938,1490,1865
807,SEQ_0B232BA3DDFB,3509.08,6.19,0.0219,66.19,0.0938,1490,1865
808,SEQ_9BFC4203E95B,5230.83,9.3,-1.6279,67.66,0.0233,1490,1740
811,SEQ_28859986F69C,15866.28,8.58,-0.5733,34.34,0.1096,33920,34045
812,SEQ_0A43980CF5AE,15630.17,9.03,-0.4959,38.87,0.0828,23950,24075
813,SEQ_186CCCEEDA61,15142.52,5.67,-0.45,33.97,0.1159,40910,41035
814,SEQ_42BE4BF6BF77,15773.36,9.26,-0.3651,41.35,0.0959,25440,25565
