protein_row_id,structure_unique_sequence_id,foldseek_status,foldseek_target,foldseek_evalue,foldseek_bits,foldseek_alntmscore,foldseek_qtmscore,foldseek_ttmscore,foldseek_lddt,foldseek_prob,foldseek_fident,foldseek_alnlen,foldseek_qcov,foldseek_tcov,foldseek_avg_tm,foldseek_confidence
694,SEQ_0843E69AC193,hit,7lhc-assembly1_A,0.0003103,156.0,0.8017,0.8017,0.8017,0.8174,1.0,0.896,29.0,1.0,1.0,0.8017,high
696,SEQ_3B3F46A0FBF2,hit,1nb1-assembly1_A,2.288e-05,221.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
700,SEQ_89A1CC96090D,hit,7lhc-assembly1_A,0.004707,128.0,0.797,0.797,0.797,0.8327,1.0,0.655,29.0,1.0,1.0,0.797,high
701,SEQ_EBAD19AA9AB6,hit,7lhc-assembly1_A,0.003218,134.0,0.8128,0.8128,0.8128,0.8362,1.0,0.62,29.0,1.0,1.0,0.8128,high
702,SEQ_9CEE63A14720,hit,7lhc-assembly1_A,0.002799,136.0,0.8122,0.8122,0.8122,0.839,1.0,0.655,29.0,1.0,1.0,0.8122,high
705,SEQ_7839AEF300F8,hit,4ttm-assembly1_A,0.001923,141.0,0.8365,0.8365,0.8365,0.8442,1.0,0.724,29.0,1.0,1.0,0.8365,high
706,SEQ_0D790A35FFE4,hit,4tto-assembly1_A,0.001012,145.0,0.8996,0.8747,0.8996,0.8905,1.0,0.766,30.0,1.0,1.0,0.88715,high
710,SEQ_EFEC361AC42A,hit,4ttm-assembly1_A,0.0002482,153.0,0.8212,0.8212,0.8212,0.8353,1.0,0.862,29.0,1.0,1.0,0.8212,high
711,SEQ_8711CE809FA0,hit,2mn1-assembly1_A,0.002737,134.0,0.8121,0.8121,0.8121,0.8254,1.0,0.833,30.0,1.0,1.0,0.8121,high
712,SEQ_7E2DC99AFBE0,hit,4tto-assembly1_A,0.000204,155.0,0.8957,0.8712,0.8957,0.8857,1.0,0.833,30.0,1.0,1.0,0.88345,high
715,SEQ_27C32BF660E5,hit,7lhc-assembly1_A,0.0006289,144.0,0.8032,0.8032,0.8032,0.8312,1.0,0.862,29.0,1.0,1.0,0.8032,high
716,SEQ_F9B7EA8A373E,hit,4ttm-assembly1_A,0.0006299,152.0,0.8376,0.8376,0.8376,0.852,1.0,0.793,29.0,1.0,1.0,0.8376,high
717,SEQ_76A9EF3CD42A,hit,1pt4-assembly1_A,1.697e-06,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
718,SEQ_64931E291543,hit,4tto-assembly1_A,0.0006194,151.0,0.8333,0.8333,0.8333,0.8343,1.0,0.896,29.0,1.0,1.0,0.8333,high
719,SEQ_DC2CB39DBD00,hit,2kuk-assembly1_A,1.156e-06,244.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,high
721,SEQ_9166B01004EB,hit,2m9o-assembly1_A,1.418e-05,240.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
731,SEQ_E3E2B14669FD,hit,7k7x-assembly1_A,3.165e-05,236.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
732,SEQ_B7DA7F41AA26,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
739,SEQ_7FA758C16451,hit,4ttm-assembly1_A,0.01048,122.0,0.835,0.835,0.835,0.8431,1.0,0.62,29.0,1.0,1.0,0.835,high
741,SEQ_B58D1DFD1031,hit,2mt7-assembly1_A,2.522e-07,297.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.0,high
744,SEQ_B8BF9C235D5E,hit,6q3m-assembly3_C,7.008e-09,278.0,0.8167,0.7708,0.247,0.8147,1.0,0.903,62.0,0.939,0.26,0.5089,medium
747,SEQ_D5822BFCC919,hit,2jtu-assembly1_A,9.75e-09,317.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,1.0,1.0,1.0,high
748,SEQ_65847F4CB37C,hit,2jry-assembly1_A,5.24e-10,372.0,1.0,1.0,0.9783,1.0,1.0,0.978,46.0,1.0,1.0,0.98915,high
749,SEQ_1AF9D7A48DBF,hit,2jry-assembly1_A,5.24e-10,372.0,1.0,1.0,0.9783,1.0,1.0,0.978,46.0,1.0,1.0,0.98915,high
750,SEQ_1C3CC39E95EE,hit,6qv1-assembly1_B,4.032e-100,4439.0,1.0,1.0,1.0,1.0,1.0,1.0,573.0,1.0,1.0,1.0,high
751,SEQ_7F2FE09C1801,hit,5lhq-assembly1_B,9.236e-20,793.0,0.9208,0.9208,0.9009,0.8658,1.0,0.751,133.0,0.977,0.985,0.91085,high
752,SEQ_2058A4111A75,hit,5da0-assembly1_A,1.212e-71,3715.0,1.0,1.0,1.0,1.0,1.0,1.0,467.0,1.0,1.0,1.0,high
753,SEQ_79F9491B1A52,hit,6tej-assembly1_C,1.022e-25,1163.0,1.0,1.0,1.0,1.0,1.0,1.0,124.0,1.0,1.0,1.0,high
754,SEQ_F139CC9099D6,hit,9cld-assembly1_A,2.84e-77,2962.0,0.9947,0.992,0.9814,0.9813,1.0,0.997,366.0,0.997,0.987,0.9867,high
755,SEQ_F9B0E92F4C9C,hit,6aeo-assembly1_A,6.262e-75,2942.0,0.9926,0.9899,0.671,0.9819,1.0,1.0,365.0,0.997,0.675,0.83045,high
758,SEQ_B159C3CE59CC,hit,5tcz-assembly1_A,4.572e-06,251.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.0,high
759,SEQ_4471B6DAA7A6,hit,2j6d-assembly1_A,3.28e-13,517.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,1.0,1.0,1.0,high
762,SEQ_24C8FF747644,hit,6dhr-assembly1_A,0.004095,128.0,0.8782,0.8543,0.8782,0.8753,1.0,0.6,30.0,1.0,1.0,0.86625,high
763,SEQ_E97FF40AD670,hit,6dhr-assembly1_A,0.002194,126.0,0.9083,0.7796,0.8031,0.8408,1.0,0.8,25.0,0.833,0.862,0.79135,high
766,SEQ_8D92B62CEED0,hit,5cxl-assembly2_B,6.756e-10,440.0,0.9809,0.9809,0.5609,0.9561,1.0,0.845,84.0,1.0,0.568,0.7709,high
767,SEQ_CBCB32EA336B,hit,5cxl-assembly2_B,2.216e-23,1061.0,0.9909,0.9585,0.9842,0.9554,1.0,0.897,147.0,0.967,0.993,0.97135,high
768,SEQ_4038D4910B7B,hit,5cxl-assembly2_B,4.871e-24,1079.0,0.9924,0.9599,0.9857,0.9609,1.0,0.945,147.0,0.967,0.993,0.9728,high
769,SEQ_E1207223E578,hit,5cxl-assembly2_B,3.332e-11,472.0,0.9816,0.9816,0.5611,0.9569,1.0,0.916,84.0,1.0,0.568,0.77135,high
770,SEQ_1EF961072754,hit,5cxl-assembly2_B,2.44e-23,1049.0,0.9889,0.9566,0.9823,0.9568,1.0,0.952,147.0,0.967,0.993,0.96945,high
771,SEQ_10992CD98709,hit,5cxl-assembly2_B,2.197e-24,1083.0,0.9898,0.9575,0.9832,0.9579,1.0,0.952,147.0,0.967,0.993,0.97035,high
772,SEQ_68F45D55ECBE,hit,5cxl-assembly2_B,3.781e-12,531.0,0.9979,0.986,0.5601,0.9922,1.0,1.0,83.0,0.988,0.561,0.77305,high
773,SEQ_5B89DC39C342,hit,5cxl-assembly2_B,4.869e-25,1101.0,0.9891,0.9568,0.9825,0.9533,1.0,0.952,147.0,0.967,0.993,0.96965,high
774,SEQ_28CC1EBFF4E7,hit,5cxl-assembly2_B,5.681e-24,1067.0,0.9881,0.9559,0.9815,0.9541,1.0,0.945,147.0,0.967,0.993,0.9687,high
778,SEQ_805128E74BD6,hit,2h1z-assembly1_A,4.397e-08,334.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,1.0,1.0,1.0,high
779,SEQ_84484723985B,hit,2agm-assembly1_A,3.697e-32,1411.0,1.0,1.0,1.0,1.0,1.0,1.0,167.0,1.0,1.0,1.0,high
780,SEQ_3AF6845C527E,hit,2rsd-assembly1_A,6.558e-15,558.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,1.0,1.0,1.0,high
782,SEQ_2D6FEBF34FF1,hit,3rzw-assembly2_B,1.005e-15,758.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,1.0,1.0,1.0,high
786,SEQ_C9ABBEAADFFD,hit,6yr8-assembly1_B,3.002e-15,674.0,1.0,1.0,1.0,1.0,1.0,1.0,89.0,1.0,1.0,1.0,high
787,SEQ_6BB0F6E18C30,hit,7ny8-assembly1_C,1.942e-15,735.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,1.0,1.0,1.0,high
788,SEQ_229E2C6963C0,hit,2d46-assembly1_A,1.736e-11,433.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,1.0,1.0,1.0,high
789,SEQ_4B0B9E2E03D4,hit,3m7q-assembly1_B,3.828e-08,341.0,0.9498,0.9498,0.8755,0.9528,1.0,0.803,56.0,1.0,0.918,0.91265,high
790,SEQ_4839792C59E8,hit,3m7q-assembly1_B,3.655e-08,336.0,0.9545,0.9545,0.8797,0.9533,1.0,0.821,56.0,1.0,0.918,0.9171,high
792,SEQ_BC65BACDE80C,hit,6dhr-assembly1_A,0.009234,108.0,0.7784,0.74,0.7784,0.757,1.0,0.566,30.0,0.968,1.0,0.7592,medium
793,SEQ_795C67A724FF,hit,7rij-assembly1_A,0.0005409,161.0,0.8941,0.8457,0.8694,0.8648,1.0,0.724,29.0,0.935,0.967,0.85755,high
794,SEQ_7673B6D78C5A,hit,7rij-assembly1_A,0.0007202,158.0,0.8976,0.8487,0.8726,0.8649,1.0,0.689,29.0,0.935,0.967,0.86065,high
795,SEQ_9F01A94B19AE,hit,7rij-assembly1_A,0.001297,149.0,0.8958,0.8468,0.8708,0.8506,1.0,0.62,29.0,0.935,0.967,0.8588,high
796,SEQ_51FA34256E08,hit,2kcg-assembly1_A,0.0007707,155.0,0.8606,0.8391,0.8606,0.8466,1.0,0.8,30.0,0.968,1.0,0.84985,high
797,SEQ_6CFF0E186956,hit,2knm-assembly1_A,0.001213,148.0,0.8382,0.7975,0.8175,0.8494,1.0,0.827,29.0,0.935,0.967,0.8075,high
798,SEQ_9B90F8FAF41C,hit,7rij-assembly1_A,0.0007002,164.0,0.9111,0.8609,0.8854,0.8765,1.0,0.724,29.0,0.935,0.967,0.87315,high
799,SEQ_FAD5B01B8E06,hit,7rij-assembly1_A,0.00122,158.0,0.9176,0.8668,0.8916,0.8836,1.0,0.724,29.0,0.935,0.967,0.8792,high
800,SEQ_524A957D4A12,hit,7rij-assembly1_A,0.000681,164.0,0.9138,0.8633,0.888,0.8814,1.0,0.793,29.0,0.935,0.967,0.87565,high
801,SEQ_6B8B56FC68DB,hit,5xo4-assembly1_A,0.01613,161.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,high
803,SEQ_48944E97C39F,hit,2kvx-assembly1_A,3.936e-05,226.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,1.0,high
805,SEQ_B2088DC068AF,hit,2ha1-assembly1_A,1.988e-36,1707.0,1.0,1.0,1.0,1.0,1.0,1.0,201.0,1.0,1.0,1.0,high
806,SEQ_E80F1D621BB6,hit,7rij-assembly1_A,0.01864,101.0,0.8491,0.7394,0.7805,0.7577,1.0,0.444,27.0,0.844,0.9,0.75995,medium
807,SEQ_0B232BA3DDFB,hit,6dhr-assembly1_A,0.02192,102.0,0.8264,0.7669,0.8264,0.7755,1.0,0.531,32.0,1.0,1.0,0.79665,medium
808,SEQ_9BFC4203E95B,hit,2l37-assembly1_A,2.478e-06,274.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,1.0,1.0,1.0,high
811,SEQ_28859986F69C,hit,6qgy-assembly1_A,1.073e-73,3379.0,1.0,1.0,1.0,1.0,1.0,1.0,369.0,1.0,1.0,1.0,high
812,SEQ_0A43980CF5AE,hit,6qgw-assembly1_B,4.228e-27,1178.0,1.0,1.0,1.0,1.0,1.0,1.0,122.0,1.0,1.0,1.0,high
813,SEQ_186CCCEEDA61,hit,8gz5-assembly1_A,2.1e-42,1609.0,0.9786,0.9786,0.9737,0.97,1.0,0.994,194.0,1.0,0.995,0.97615,high
814,SEQ_42BE4BF6BF77,hit,6qgx-assembly1_A,9.123e-73,3378.0,1.0,1.0,1.0,1.0,1.0,1.0,368.0,1.0,1.0,1.0,high
815,SEQ_C612D4BF7354,hit,5oc7-assembly1_C,3.275e-12,560.0,0.9347,0.9154,0.9347,0.9086,1.0,0.795,93.0,0.989,0.967,0.92505,high
816,SEQ_FCD99FBF569E,hit,5mtj-assembly1_B,2.941e-12,559.0,0.937,0.937,0.9183,0.8986,1.0,0.791,96.0,1.0,1.0,0.92765,high
817,SEQ_55F744C11B3E,hit,2obg-assembly1_A-2,1.805e-100,4096.0,1.0,1.0,1.0,1.0,1.0,1.0,457.0,1.0,1.0,1.0,high
818,SEQ_224C55CC9B6E,hit,3csg-assembly1_A,6.804000000000001e-102,4143.0,1.0,1.0,1.0,1.0,1.0,1.0,458.0,1.0,1.0,1.0,high
819,SEQ_25B85A2F7AB1,hit,8ezg-assembly1_B,7.806e-13,599.0,0.9761,0.9657,0.9761,0.9288,1.0,0.835,91.0,0.989,1.0,0.9709,high
820,SEQ_2DC631FB1CC1,hit,5oc7-assembly1_C,5.384e-13,578.0,0.9265,0.9168,0.9265,0.8926,1.0,0.826,92.0,0.989,0.967,0.92165,high
821,SEQ_37828D4A0148,hit,4jmh-assembly1_A,7.359e-13,573.0,0.941,0.941,0.4472,0.8756,1.0,0.827,93.0,0.989,0.465,0.6941,medium
822,SEQ_7C0A612910FE,hit,9cqi-assembly1_B,3.216e-13,596.0,0.9273,0.9273,0.8427,0.9074,1.0,0.804,97.0,0.99,0.915,0.885,high
823,SEQ_94CF318674D8,hit,5mtj-assembly1_B,2.761e-12,559.0,0.9396,0.9396,0.9209,0.8946,1.0,0.802,96.0,1.0,1.0,0.93025,high
824,SEQ_6ED945768DF0,hit,3csb-assembly1_A,0.0,4140.0,1.0,1.0,1.0,1.0,1.0,1.0,464.0,1.0,1.0,1.0,high
825,SEQ_7A1AA1689629,hit,4jmh-assembly1_A,6.367e-13,570.0,0.9433,0.9433,0.4429,0.8851,1.0,0.838,93.0,0.989,0.465,0.6931,medium
826,SEQ_2F552064CCD5,hit,2qbw-assembly1_A,2.169e-12,529.0,0.8904,0.8635,0.4469,0.8675,1.0,0.86,93.0,0.958,0.471,0.6552,medium
827,SEQ_5E5E6D17EC24,hit,3qht-assembly2_D,4.933e-12,497.0,0.8979,0.8152,0.8979,0.8097,1.0,0.818,99.0,0.961,1.0,0.85655,high
828,SEQ_364D84B2365B,hit,5oc7-assembly1_C,7.585e-13,571.0,0.929,0.8916,0.929,0.8761,1.0,0.822,96.0,0.99,1.0,0.9103,high
829,SEQ_18D0CD9C3A55,hit,3k2m-assembly2_C,1.655e-17,827.0,1.0,1.0,1.0,1.0,1.0,1.0,101.0,1.0,1.0,1.0,high
830,SEQ_FF2B0F4D082F,hit,3qht-assembly2_D,3.165e-12,528.0,0.9326,0.8533,0.9326,0.8491,1.0,0.846,98.0,0.961,1.0,0.89295,high
831,SEQ_702AC68A5640,hit,3qht-assembly2_D,3.173e-13,582.0,0.9332,0.8965,0.9332,0.8775,1.0,0.935,93.0,0.959,1.0,0.91485,high
832,SEQ_8751B49E51BA,hit,3qht-assembly2_D,2.418e-12,549.0,0.9283,0.8919,0.9283,0.8739,1.0,0.903,93.0,0.959,1.0,0.9101,high
833,SEQ_4871D302BC97,hit,3qht-assembly2_D,2.415e-12,547.0,0.9383,0.9013,0.9383,0.8766,1.0,0.903,93.0,0.959,1.0,0.9198,high
834,SEQ_C365BDFC63B0,hit,3qht-assembly2_D,1.004e-12,561.0,0.9407,0.9035,0.9407,0.892,1.0,0.913,93.0,0.959,1.0,0.9221,high
835,SEQ_DF68B50080F2,hit,3qht-assembly2_D,1.022e-12,566.0,0.9433,0.9059,0.9433,0.8849,1.0,0.924,93.0,0.959,1.0,0.9246,high
836,SEQ_EC7A123BA709,hit,3qht-assembly2_D,5.726e-13,566.0,0.9237,0.8875,0.9237,0.8704,1.0,0.913,93.0,0.959,1.0,0.9056,high
837,SEQ_76FC868863FE,hit,3qht-assembly2_D,3.027e-13,570.0,0.9361,0.8993,0.9361,0.8744,1.0,0.924,93.0,0.959,1.0,0.9177,high
838,SEQ_E7372BA6D171,hit,5mtj-assembly1_B,1.453e-12,555.0,0.9346,0.8989,0.9346,0.8607,1.0,0.812,96.0,0.96,1.0,0.91675,high
839,SEQ_810C07F5034D,hit,3qht-assembly2_D,9.109e-13,566.0,0.9207,0.8839,0.9113,0.8801,1.0,0.956,92.0,0.948,0.989,0.8976,high
840,SEQ_FB4B64DD1424,hit,5mtj-assembly1_B,6.724e-12,530.0,0.9192,0.9102,0.9192,0.8741,1.0,0.781,96.0,0.969,1.0,0.9147,high
841,SEQ_4C3A3658DC85,hit,3qht-assembly2_D,1.565e-12,546.0,0.9361,0.8991,0.9361,0.8899,1.0,0.913,93.0,0.959,1.0,0.9176,high
842,SEQ_F9FB27C5E3D3,hit,3qht-assembly2_D,3.477e-13,566.0,0.932,0.8953,0.932,0.8806,1.0,0.924,93.0,0.959,1.0,0.91365,high
843,SEQ_63E1E305E5E4,hit,3qht-assembly2_D,1.272e-12,561.0,0.9312,0.8946,0.9312,0.8759,1.0,0.924,93.0,0.959,1.0,0.9129,high
844,SEQ_9F0B4A65A77E,hit,3qht-assembly2_D,3.103e-13,589.0,0.942,0.9047,0.942,0.892,1.0,0.967,93.0,0.959,1.0,0.92335,high
845,SEQ_DFF18B67E30D,hit,3qht-assembly2_D,4.615e-16,772.0,1.0,1.0,1.0,1.0,1.0,1.0,93.0,1.0,1.0,1.0,high
846,SEQ_3551B36E537D,hit,3qht-assembly2_D,6.275e-13,550.0,0.9331,0.8964,0.9331,0.8791,1.0,0.935,93.0,0.959,1.0,0.91475,high
847,SEQ_0E2755DA4106,hit,5mtj-assembly1_B,1.244e-11,519.0,0.9208,0.9027,0.9117,0.8744,1.0,0.757,95.0,0.959,0.99,0.9072,high
848,SEQ_4F0DCC408F04,hit,3qht-assembly2_D,1.386e-11,505.0,0.9137,0.8368,0.9137,0.8499,1.0,0.826,98.0,0.951,1.0,0.87525,high
849,SEQ_74EB9E4B7BAE,hit,3qht-assembly2_D,7.196e-12,509.0,0.8953,0.8281,0.8953,0.8129,1.0,0.855,97.0,0.96,1.0,0.8617,high
850,SEQ_93AFD11B58DA,hit,2obg-assembly1_A-2,1.577e-11,487.0,0.9082,0.8643,0.1953,0.8278,1.0,0.829,94.0,0.949,0.201,0.5298,medium
851,SEQ_078EDC37C3D4,hit,2kux-assembly1_A,0.001351,145.0,0.864,0.821,0.8422,0.8094,1.0,0.758,29.0,0.935,0.967,0.8316,high
852,SEQ_F800312234F0,hit,2b38-assembly1_A,0.00576,110.0,0.8145,0.7119,0.7119,0.7506,1.0,0.884,26.0,0.839,0.839,0.7119,medium
853,SEQ_F3E66439AC4F,hit,6dhr-assembly1_A,0.009803,110.0,0.8215,0.8017,0.8215,0.8197,1.0,0.633,30.0,1.0,1.0,0.8116,high
854,SEQ_FE42E14ECFAF,hit,6dhr-assembly1_A,0.005734,128.0,0.8943,0.77,0.7928,0.8172,1.0,0.8,25.0,0.833,0.862,0.7814,high
855,SEQ_6BABAB54D422,hit,2xiw-assembly1_B-2,4.803e-08,364.0,0.9662,0.9387,0.9523,0.9245,1.0,0.803,66.0,0.971,0.985,0.9455,high
856,SEQ_5E501FE2F263,hit,2b38-assembly1_A,1.086e-05,242.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,1.0,1.0,1.0,high
857,SEQ_0755D0366345,hit,2kcg-assembly1_A,0.001506,147.0,0.8662,0.8224,0.8439,0.8432,1.0,0.724,29.0,0.935,0.967,0.83315,high
858,SEQ_0EF2F868BAF4,hit,3rzw-assembly2_B,3.791e-11,492.0,0.9336,0.868,0.9336,0.8569,1.0,0.827,93.0,0.969,1.0,0.9008,high
859,SEQ_44A066738C02,hit,5oc7-assembly1_C,1.173e-11,509.0,0.9242,0.8872,0.9242,0.8602,1.0,0.783,97.0,1.0,1.0,0.9057,high
860,SEQ_7F1096485513,hit,5oc7-assembly1_C,1.001e-11,514.0,0.9186,0.8824,0.9186,0.8558,1.0,0.802,96.0,1.0,1.0,0.9005,high
861,SEQ_30E71A87FFD5,hit,3uyo-assembly1_A,1.385e-24,939.0,1.0,1.0,1.0,1.0,1.0,1.0,114.0,1.0,1.0,1.0,high
862,SEQ_2C11557317A0,hit,5oc7-assembly1_C,1.48e-13,618.0,0.9549,0.945,0.9549,0.9211,1.0,0.881,93.0,1.0,1.0,0.94995,high
863,SEQ_890734E64965,hit,6mqt-assembly8_H,9.219e-33,1157.0,0.9601,0.949,0.9601,0.9084,1.0,0.993,166.0,0.988,1.0,0.95455,high
864,SEQ_4CCBBF836678,hit,7l0g-assembly3_E,1.779e-37,1409.0,1.0,1.0,1.0,1.0,1.0,1.0,165.0,1.0,1.0,1.0,high
865,SEQ_9AC1982D3891,hit,5oc7-assembly3_D,1.5800000000000001e-21,980.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,high
866,SEQ_439123450DAA,hit,6c83-assembly1_B,5.232e-50,2080.0,1.0,1.0,1.0,1.0,1.0,1.0,247.0,1.0,1.0,1.0,high
867,SEQ_3DE792DCE425,hit,2gnq-assembly1_A,3.289e-55,2623.0,0.9973,0.9973,0.9626,0.9885,1.0,0.996,305.0,1.0,0.965,0.97995,high
868,SEQ_2ABEBB512F26,hit,6zz8-assembly2_C-2,4.9600000000000006e-37,1678.0,1.0,1.0,1.0,1.0,1.0,1.0,211.0,1.0,1.0,1.0,high
869,SEQ_A6F0AF641FAE,hit,7ztl-assembly1_A,1.8130000000000002e-49,1935.0,0.9678,0.9642,0.9678,0.9503,1.0,0.992,264.0,0.996,1.0,0.966,high
870,SEQ_AE192D49DCBF,hit,6d0j-assembly1_A,2.567e-53,3095.0,1.0,1.0,1.0,1.0,1.0,1.0,395.0,1.0,1.0,1.0,high
872,SEQ_7596B2E76E9B,hit,7rij-assembly1_A,0.02445,118.0,0.8756,0.8756,0.8293,0.901,1.0,0.566,30.0,1.0,1.0,0.85245,high
873,SEQ_148186D790D0,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
874,SEQ_6DE870EBD328,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
875,SEQ_071A6A4043C4,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
876,SEQ_E5FD241F46E4,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
877,SEQ_8A194D329CDE,hit,1n1u-assembly1_A,7.48e-06,247.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
878,SEQ_58325E8770EF,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
879,SEQ_06A54437B0A9,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
880,SEQ_88EE7036C559,hit,7lhc-assembly1_A,4.218e-06,244.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
881,SEQ_BCE65E06EA7D,no_hit,,,,,,,,,,,,,,no_hit
882,SEQ_E5115A01176E,hit,2kuk-assembly1_A,0.1364,69.0,0.7415,0.6255,0.6255,0.6454,0.923,0.727,22.0,0.733,0.733,0.6255,medium
883,SEQ_DB2AAF80DE89,hit,3e4h-assembly1_A,0.05472,94.0,0.8621,0.7005,0.7005,0.7038,0.998,0.863,22.0,0.759,0.759,0.7005,medium
884,SEQ_0E2C7101273C,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
885,SEQ_5B85EA5DD96D,hit,1pt4-assembly1_A,1.697e-06,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
886,SEQ_0E0F43016412,hit,1nb1-assembly1_A,0.07417,86.0,0.8306,0.659,0.659,0.6771,0.993,0.952,21.0,0.724,0.724,0.659,medium
887,SEQ_54AB7386FB24,hit,2kuk-assembly1_A,0.05721,71.0,0.6655,0.5638,0.5638,0.6083,0.941,0.818,22.0,0.733,0.733,0.5638,medium
888,SEQ_DEF459E49447,hit,2kuk-assembly1_A,0.0609,79.0,0.7442,0.6255,0.6255,0.6571,0.981,0.863,22.0,0.733,0.733,0.6255,medium
890,SEQ_B8B2DBD89493,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
891,SEQ_D1C54207E472,hit,1kal-assembly1_A,1.021e-05,239.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
892,SEQ_36BCD7140ACA,hit,2kch-assembly1_A,0.09207,77.0,0.814,0.6814,0.6814,0.6855,0.975,0.772,22.0,0.759,0.759,0.6814,medium
893,SEQ_F30BC730CB3A,hit,2f2j-assembly1_A,1.816e-05,226.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
894,SEQ_072EFD92522D,hit,1nb1-assembly1_A,0.08253,86.0,0.8339,0.6598,0.6598,0.6778,0.993,0.952,21.0,0.724,0.724,0.6598,medium
895,SEQ_522286FE052B,hit,2f2i-assembly1_A,2.258e-05,234.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
899,SEQ_76CD4E66E2E9,hit,1orx-assembly1_A,0.0008867,186.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,1.0,1.0,high
900,SEQ_A8CDA182C944,hit,1jjz-assembly1_A,8.269e-06,228.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
901,SEQ_D67BA8EDFF25,hit,1jjz-assembly1_A,8.269e-06,228.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
902,SEQ_8D69A96861EB,hit,2khb-assembly1_A,1.178e-05,240.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
903,SEQ_71D9A29A3498,hit,2khb-assembly1_A,1.178e-05,240.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
904,SEQ_8E82BDD655CB,hit,1nb1-assembly1_A,2.288e-05,221.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
905,SEQ_CC6465C43DF2,hit,1nb1-assembly1_A,2.288e-05,221.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
906,SEQ_184F72EB7FAB,hit,1nb1-assembly1_A,2.288e-05,221.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
907,SEQ_4ED1C01B37A1,hit,1nb1-assembly1_A,2.288e-05,221.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,high
908,SEQ_E506B7168579,hit,2mn1-assembly1_A,5.154e-05,229.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,high
