protein_row_id,structure_unique_sequence_id,EcoliExpr_screen_input_id,EcoliExpr_screen_row_index,EcoliExpr_screen_track,EcoliExpr_soluprot_score,EcoliExpr_netsolp_solubility,EcoliExpr_netsolp_usability,EcoliExpr_rp3net_score,EcoliExpr_ensemble_score,EcoliExpr_engineering_required,EcoliExpr_out_of_domain,EcoliExpr_recommended_ecoli_route,EcoliExpr_candidate_bucket,EcoliExpr_screening_note,EcoliExpr_track_reason,EcoliExpr_score_components_available,EcoliExpr_priority_rank_within_track,EcoliExpr_priority_rank_within_scaffold,EcoliExpr_ensemble_score_weight_sum,EcoliExpr_netsolp_tool_score,EcoliExpr_confidence_score_0_100,EcoliExpr_confidence_tier,EcoliExpr_tool_score_spread
589,SEQ_507EDB86E264,SCR1250_SEQ_507EDB86E264,1250,Track C,0.6434,0.6385,0.3192,0.0241613462567329,0.5144,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,228,1.0,0.5403,59,Medium,0.6192
591,SEQ_C57468BBC8AA,SCR1251_SEQ_C57468BBC8AA,1251,Track C,0.6714,0.6656,0.3404,0.0537174306809902,0.5408,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,157,1.0,0.5655,60,Medium,0.6177
592,SEQ_42FC485E0EA3,SCR1252_SEQ_42FC485E0EA3,1252,Track C,0.6616,0.6566,0.3299,0.065666452050209,0.5334,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,180,1.0,0.5561,60,Medium,0.5959
593,SEQ_1107E8D5D567,SCR1253_SEQ_1107E8D5D567,1253,Track C,0.7933,0.4511,0.1636,0.0148294828832149,0.4355,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,322,1.0,0.3626,55,Medium,0.7785
594,SEQ_B5C2CDB4940E,SCR1254_SEQ_B5C2CDB4940E,1254,Track C,0.2774,0.6659,0.2872,0.0036388672888278,0.4268,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,333,1.0,0.5494,63,Medium,0.5457
595,SEQ_C2A143529910,SCR1255_SEQ_C2A143529910,1255,Track C,0.1008,0.6969,0.352,0.2766799330711365,0.4369,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,321,1.0,0.5908,65,Medium,0.49
596,SEQ_7642DC1EBB25,SCR1256_SEQ_7642DC1EBB25,1256,Track B,0.4721,0.6448,0.3266,0.8432671427726746,0.5578,True,False,oxidative/periplasm/fusion-tag-first,not_selected_in_track,Engineering route kept on purpose; do not reject low-score disulfide-rich hits.,disulfide_rich_or_knottin_kunitz,3,249.0,136,1.0,0.5469,69,Medium,0.3712
597,SEQ_C352BBA4AB13,SCR1257_SEQ_C352BBA4AB13,1257,Track B,0.9274,0.672,0.2863,0.137648269534111,0.6053,True,False,oxidative/periplasm/fusion-tag-first,track_b_top30pct,Engineering route kept on purpose; do not reject low-score disulfide-rich hits.,disulfide_rich_or_knottin_kunitz,3,106.0,71,1.0,0.5533,56,Medium,0.7898
599,SEQ_226E54CF054A,SCR0207_SEQ_226E54CF054A,207,Track B,0.9061,0.502,0.1165,0.1575873792171478,0.4915,True,False,oxidative/periplasm/fusion-tag-first,not_selected_in_track,Engineering route kept on purpose; do not reject low-score disulfide-rich hits.,disulfide_rich_or_knottin_kunitz,3,454.0,232,1.0,0.3834,54,Low,0.7485
600,SEQ_109932BC056F,SCR1258_SEQ_109932BC056F,1258,Track C,0.297,0.6561,0.2765,0.0077930623665452,0.4256,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,334,1.0,0.5393,64,Medium,0.5315
601,SEQ_1714AE38107E,SCR1259_SEQ_1714AE38107E,1259,Track A,0.9715,0.6956,0.3177,0.0065438658930361,0.6201,False,False,cytoplasm-first,track_a_top25pct,No major expression red flags beyond baseline sequence properties.,default_linear_ecoli_first,3,161.0,17,1.0,0.5793,50,Low,0.965
602,SEQ_C414E4889496,SCR1260_SEQ_C414E4889496,1260,Track C,0.4857,0.5946,0.1944,0.0091384341940283,0.4288,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,331,1.0,0.4715,65,Medium,0.4766
603,SEQ_9DDDDC3033C7,SCR0208_SEQ_9DDDDC3033C7,208,Track C,0.7714,0.6487,0.2913,0.0377414152026176,0.5468,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,138,1.0,0.5387,56,Medium,0.7337
604,SEQ_A7A976AFF853,SCR1261_SEQ_A7A976AFF853,1261,Track C,0.519,0.5639,0.1915,0.0121496887877583,0.423,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,338,1.0,0.4493,65,Medium,0.5069
605,SEQ_96484434E511,SCR1262_SEQ_96484434E511,1262,Track B,0.4398,0.5513,0.2289,0.0196294244378805,0.4058,True,False,oxidative/periplasm/fusion-tag-first,not_selected_in_track,Engineering route kept on purpose; do not reject low-score disulfide-rich hits.,disulfide_rich_or_knottin_kunitz,3,622.0,294,1.0,0.4521,68,Medium,0.4325
606,SEQ_E067F9D14B76,SCR1263_SEQ_E067F9D14B76,1263,Track B,0.5386,0.4626,0.1783,0.006332317367196,0.3791,True,False,oxidative/periplasm/fusion-tag-first,not_selected_in_track,Engineering route kept on purpose; do not reject low-score disulfide-rich hits.,disulfide_rich_or_knottin_kunitz,3,638.0,299,1.0,0.3751,65,Medium,0.5323
607,SEQ_7A12F881ABF8,SCR1264_SEQ_7A12F881ABF8,1264,Track C,0.6021,0.6342,0.3042,0.0100238155573606,0.4978,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,251,1.0,0.5327,59,Medium,0.5921
608,SEQ_848FAE16E456,SCR0209_SEQ_848FAE16E456,209,Track C,0.6691,0.6551,0.3354,0.8453922867774963,0.6137,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,52,1.0,0.5567,73,Medium,0.2887
610,SEQ_18016E6051D0,SCR1265_SEQ_18016E6051D0,1265,Track C,0.8125,0.6542,0.3186,0.44284787774086,0.6055,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,57,1.0,0.5509,70,Medium,0.3697
611,SEQ_12220C61AAC9,SCR1266_SEQ_12220C61AAC9,1266,Track C,0.8071,0.6624,0.3173,0.1313295811414718,0.5764,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,86,1.0,0.5562,59,Medium,0.6758
612,SEQ_53264A9E5168,SCR0210_SEQ_53264A9E5168,210,Track C,0.8679,0.6706,0.342,0.7643749117851257,0.6636,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,17,1.0,0.5695,74,Medium,0.2984
613,SEQ_8EA9C12C81AD,SCR0211_SEQ_8EA9C12C81AD,211,Track C,0.8394,0.674,0.3502,0.6942349672317505,0.6526,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,20,1.0,0.5744,75,High,0.265
617,SEQ_82C8C3168875,SCR1267_SEQ_82C8C3168875,1267,Track C,0.8636,0.5758,0.2674,0.0305619183927774,0.5315,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,188,1.0,0.4809,52,Low,0.833
618,SEQ_E96CEA854DAF,SCR0212_SEQ_E96CEA854DAF,212,Track C,0.9095,0.6627,0.3218,0.412871778011322,0.6312,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Tag context available: HA tag (C-term).,cyclotide_or_ptm_dependent_or_extreme_short,3,,41,1.0,0.5578,67,Medium,0.4966
621,SEQ_3F55D42EFA01,SCR1268_SEQ_3F55D42EFA01,1268,Track C,,0.6984,0.3734,0.1648578345775604,0.5406,False,True,manual redesign required,out_of_domain,Only partial model coverage is available; interpret ranking conservatively. Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,2,,158,0.75,0.5984,51,Low,0.4335
622,SEQ_C84B31AAB96B,SCR1269_SEQ_C84B31AAB96B,1269,Track C,0.9441,0.6746,0.3439,0.1230356022715568,0.6207,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,47,1.0,0.5728,55,Medium,0.8211
623,SEQ_EFC68B9F6B97,SCR1270_SEQ_EFC68B9F6B97,1270,Track C,0.7476,0.6147,0.3042,0.0228120330721139,0.5266,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,202,1.0,0.5192,55,Medium,0.7248
624,SEQ_8E2BD9DCA260,SCR1271_SEQ_8E2BD9DCA260,1271,Track C,0.7588,0.614,0.2975,0.0270579271018505,0.5282,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,199,1.0,0.5166,55,Medium,0.7317
625,SEQ_1B939801B0DF,SCR1272_SEQ_1B939801B0DF,1272,Track C,0.726,0.7269,0.2671,0.1803977787494659,0.5801,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,83,1.0,0.5854,63,Medium,0.5456
626,SEQ_E9236DACA490,SCR1273_SEQ_E9236DACA490,1273,Track C,0.5815,0.7328,0.2859,0.051952164620161,0.5375,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,169,1.0,0.5953,62,Medium,0.5433
627,SEQ_393EA4DFCAE3,SCR1274_SEQ_393EA4DFCAE3,1274,Track C,0.8574,0.5027,0.1989,0.0138813648372888,0.4817,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,276,1.0,0.4092,51,Low,0.8435
628,SEQ_F56A19219226,SCR1275_SEQ_F56A19219226,1275,Track C,0.7981,0.5289,0.1854,0.0119714839383959,0.4758,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,285,1.0,0.4232,53,Low,0.7861
630,SEQ_90D1C4AED090,SCR1276_SEQ_90D1C4AED090,1276,Track C,0.7909,0.5079,0.197,0.0044605219736695,0.4661,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,297,1.0,0.4122,53,Low,0.7864
631,SEQ_5B0D4CF40940,SCR1277_SEQ_5B0D4CF40940,1277,Track C,0.7676,0.6221,0.2671,0.0074898307211697,0.526,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,206,1.0,0.5129,54,Low,0.7601
632,SEQ_6CB265A85862,SCR1278_SEQ_6CB265A85862,1278,Track C,0.8347,0.5654,0.2013,0.0104253599420189,0.5044,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,242,1.0,0.4534,51,Low,0.8243
633,SEQ_B89573A84BAC,SCR1279_SEQ_B89573A84BAC,1279,Track C,0.8557,0.5854,0.1921,0.0066023375838994,0.5164,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,227,1.0,0.4644,51,Low,0.8491
634,SEQ_3FC6EA3C2183,SCR0213_SEQ_3FC6EA3C2183,213,Track C,0.8943,0.5193,0.1933,0.0054474426433444,0.4965,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,252,1.0,0.419,49,Low,0.8889
635,SEQ_357DAD8A9EC9,SCR0214_SEQ_357DAD8A9EC9,214,Track C,0.9091,0.5631,0.201,0.0041523119434714,0.5213,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,215,1.0,0.4517,49,Low,0.9049
636,SEQ_B745453A36B4,SCR1280_SEQ_B745453A36B4,1280,Track C,0.8725,0.5842,0.209,0.0041607283055782,0.5232,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,209,1.0,0.4688,50,Low,0.8683
637,SEQ_B4ADE3B76FFC,SCR1281_SEQ_B4ADE3B76FFC,1281,Track C,0.828,0.4657,0.1946,0.0039194398559629,0.4559,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,303,1.0,0.3823,52,Low,0.8241
638,SEQ_EF8CFABC8076,SCR0215_SEQ_EF8CFABC8076,215,Track C,0.7432,0.4143,0.1629,0.0035704160109162,0.4052,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,360,1.0,0.3369,57,Medium,0.7396
640,SEQ_04BB8D94C64E,SCR1282_SEQ_04BB8D94C64E,1282,Track C,0.7615,0.5648,0.2305,0.0176802296191453,0.4924,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,257,1.0,0.4619,54,Low,0.7438
641,SEQ_56031A8A6037,SCR1283_SEQ_56031A8A6037,1283,Track C,0.7712,0.6225,0.2315,0.0235347039997577,0.5216,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,214,1.0,0.5022,54,Low,0.7477
642,SEQ_1DB23A26227E,SCR1284_SEQ_1DB23A26227E,1284,Track C,0.8688,0.6251,0.3064,0.0365655049681663,0.5634,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,107,1.0,0.527,53,Low,0.8322
644,SEQ_B3174F4E1E02,SCR1285_SEQ_B3174F4E1E02,1285,Track C,0.6865,0.6256,0.2584,0.0194730646908283,0.5068,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,238,1.0,0.5126,57,Medium,0.667
646,SEQ_99D7A9F65472,SCR0216_SEQ_99D7A9F65472,216,Track C,0.707,0.6346,0.2986,0.0401708707213401,0.5261,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,205,1.0,0.5312,57,Medium,0.6668
647,SEQ_BEFA3AF12B96,SCR0217_SEQ_BEFA3AF12B96,217,Track C,0.7428,0.6225,0.3054,0.0189968906342983,0.5288,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,195,1.0,0.5249,56,Medium,0.7238
648,SEQ_4A14002074AD,SCR1286_SEQ_4A14002074AD,1286,Track C,0.7599,0.6258,0.2986,0.0456922315061092,0.5359,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,174,1.0,0.5251,56,Medium,0.7142
649,SEQ_FA7B4A6C4C9C,SCR0218_SEQ_FA7B4A6C4C9C,218,Track C,0.8559,0.6399,0.31,0.0587120130658149,0.5698,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,95,1.0,0.5384,54,Low,0.7972
650,SEQ_B1629850F7DE,SCR1287_SEQ_B1629850F7DE,1287,Track C,0.8449,0.6307,0.3041,0.0715421959757804,0.563,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,108,1.0,0.5302,55,Medium,0.7734
651,SEQ_0EDD325C2E27,SCR1288_SEQ_0EDD325C2E27,1288,Track C,0.8908,0.623,0.2926,0.093579314649105,0.5709,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,94,1.0,0.5213,54,Low,0.7972
652,SEQ_32F0A594876A,SCR0219_SEQ_32F0A594876A,219,Track C,0.6818,0.6413,0.3139,0.0565567836165428,0.5275,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,200,1.0,0.5406,59,Medium,0.6252
653,SEQ_160B3E2C2E5C,SCR0220_SEQ_160B3E2C2E5C,220,Track C,0.6863,0.6171,0.2685,0.0246370118111372,0.5054,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,240,1.0,0.5098,57,Medium,0.6617
655,SEQ_F1C7407144DD,SCR0221_SEQ_F1C7407144DD,221,Track C,0.7459,0.6503,0.3227,0.0477369092404842,0.5484,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,134,1.0,0.5495,57,Medium,0.6982
657,SEQ_83105E341C5B,SCR1289_SEQ_83105E341C5B,1289,Track C,0.7904,0.6492,0.3167,0.0528514012694358,0.5584,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,114,1.0,0.5469,56,Medium,0.7375
658,SEQ_0DEE059613E7,SCR0222_SEQ_0DEE059613E7,222,Track C,0.7666,0.6431,0.281,0.0233608316630125,0.5396,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,162,1.0,0.5317,55,Medium,0.7432
659,SEQ_CE44EFF47729,SCR1290_SEQ_CE44EFF47729,1290,Track C,0.7795,0.6172,0.225,0.0327609926462173,0.5209,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,216,1.0,0.4965,54,Low,0.7467
660,SEQ_A47DBBADED79,SCR0223_SEQ_A47DBBADED79,223,Track C,0.8065,0.6429,0.2678,0.0221818387508392,0.5467,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,139,1.0,0.5275,54,Low,0.7843
661,SEQ_88D64DE2D577,SCR0224_SEQ_88D64DE2D577,224,Track C,0.8148,0.6159,0.2313,0.0275790989398956,0.5299,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,193,1.0,0.4976,53,Low,0.7872
662,SEQ_BF0425006FF0,SCR1291_SEQ_BF0425006FF0,1291,Track C,0.7556,0.6266,0.3058,0.0229221563786268,0.5343,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,177,1.0,0.5279,55,Medium,0.7327
663,SEQ_4D3C9BB68FEF,SCR1292_SEQ_4D3C9BB68FEF,1292,Track C,0.8093,0.6298,0.3272,0.037524726241827,0.5549,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,117,1.0,0.5367,55,Medium,0.7718
664,SEQ_C13C147C45F2,SCR1293_SEQ_C13C147C45F2,1293,Track C,0.8488,0.6155,0.2903,0.018607685342431,0.5491,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,133,1.0,0.5154,52,Low,0.8302
665,SEQ_D91C51899CF8,SCR0225_SEQ_D91C51899CF8,225,Track C,0.8533,0.5987,0.2572,0.0211065392941236,0.5363,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign. Annotated disulfide bonds present.,cyclotide_or_ptm_dependent_or_extreme_short,3,,172,1.0,0.4936,52,Low,0.8322
666,SEQ_B94EFF38D023,SCR1294_SEQ_B94EFF38D023,1294,Track C,0.8293,0.6314,0.306,0.0078551014885306,0.5534,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,121,1.0,0.5313,53,Low,0.8214
667,SEQ_74B149224CF8,SCR1295_SEQ_74B149224CF8,1295,Track C,0.7181,0.6425,0.3663,0.0280788727104663,0.5447,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,145,1.0,0.5575,57,Medium,0.69
668,SEQ_01D07BF52657,SCR1296_SEQ_01D07BF52657,1296,Track C,0.685,0.668,0.3462,0.0282460283488035,0.5439,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,149,1.0,0.569,58,Medium,0.6568
669,SEQ_D1392840BE11,SCR1297_SEQ_D1392840BE11,1297,Track C,0.731,0.6702,0.3475,0.2846786379814148,0.5823,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,80,1.0,0.5709,67,Medium,0.4463
670,SEQ_3F3FC86BDA22,SCR1298_SEQ_3F3FC86BDA22,1298,Track C,0.6748,0.6309,0.3353,0.0301405116915702,0.5227,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,211,1.0,0.5399,58,Medium,0.6447
671,SEQ_96D896023BA5,SCR1299_SEQ_96D896023BA5,1299,Track C,0.371,0.6,0.1866,0.0052682138048112,0.4006,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,365,1.0,0.4728,67,Medium,0.4675
672,SEQ_6D408D676478,SCR1300_SEQ_6D408D676478,1300,Track C,0.7962,0.4419,0.1743,0.0058783181011676,0.4334,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,326,1.0,0.3596,54,Low,0.7903
674,SEQ_20F75E489B9D,SCR1301_SEQ_20F75E489B9D,1301,Track C,0.7187,0.6743,0.3806,0.1261363625526428,0.5718,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,92,1.0,0.5839,61,Medium,0.5926
677,SEQ_B52F45B06D64,SCR1302_SEQ_B52F45B06D64,1302,Track C,0.7872,0.6596,0.3821,0.3351011276245117,0.6036,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,59,1.0,0.5742,67,Medium,0.4521
678,SEQ_ADBBDF6D94FD,SCR1303_SEQ_ADBBDF6D94FD,1303,Track C,0.8523,0.6784,0.3773,0.6135823726654053,0.6552,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,19,1.0,0.5858,75,High,0.2665
679,SEQ_9D8B663D935A,SCR1304_SEQ_9D8B663D935A,1304,Track C,0.7972,0.6772,0.3837,0.2105728685855865,0.6018,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,61,1.0,0.5869,63,Medium,0.5866
680,SEQ_FBA2674971D0,SCR1305_SEQ_FBA2674971D0,1305,Track B,0.7503,0.7304,0.3306,0.8395786285400391,0.6663,True,False,oxidative/periplasm/fusion-tag-first,track_b_top30pct,Engineering route kept on purpose; do not reject low-score disulfide-rich hits.,disulfide_rich_or_knottin_kunitz,3,30.0,23,1.0,0.6074,77,High,0.2322
682,SEQ_A3A2B01515A1,SCR1306_SEQ_A3A2B01515A1,1306,Track C,0.9227,0.6502,0.3461,0.0182262938469648,0.5943,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,67,1.0,0.5566,51,Low,0.9045
683,SEQ_F51C1F9E7AA1,SCR1307_SEQ_F51C1F9E7AA1,1307,Track C,0.8276,0.533,0.1692,0.0035796272568404,0.4809,False,True,manual redesign required,out_of_domain,Out-of-domain for generic E. coli solubility models; prefer precursor/construct-level redesign.,cyclotide_or_ptm_dependent_or_extreme_short,3,,278,1.0,0.4211,52,Low,0.824
