protein_row_id,structure_unique_sequence_id,flexibility_loop_count_total,flexibility_loop_count_primary,flexibility_loop_count_with_dssp,flexibility_loop_count_with_getcontact,flexibility_loop_count_with_itsflex,flexibility_loop_count_with_colabfold,flexibility_avg_rsa_mean,flexibility_avg_rsa_median,flexibility_constraint_score_mean,flexibility_constraint_score_median,flexibility_itsflex_score_mean,flexibility_itsflex_score_median,flexibility_dynamic_score_mean,flexibility_dynamic_score_median,flexibility_consensus_rigid_count,flexibility_consensus_intermediate_count,flexibility_consensus_flexible_count,flexibility_conflict_loop_count,flexibility_summary_version,flexibility_summary_timestamp
1449,SEQ_53980FB4859F,2,2,2,2,2,2,0.458365,0.458365,2.9772725,2.9772725,0.2244524675,0.2244524675,2.273726,2.273726,0,0,2,1,v1,2026-05-13T18:58:56
1450,SEQ_BF36D9289469,2,2,2,2,2,2,0.4377085,0.4377085,2.939394,2.939394,0.246776375,0.246776375,4.013888,4.013888,0,0,2,1,v1,2026-05-13T18:58:56
1451,SEQ_139E26E53335,2,2,2,2,2,2,0.448875,0.448875,3.0576925,3.0576925,0.239626935,0.239626935,0.9930635,0.9930635,0,0,2,1,v1,2026-05-13T18:58:56
1452,SEQ_9A172650CDA6,1,1,1,1,1,1,0.357127,0.357127,3.444444,3.444444,0.14279374,0.14279374,2.122897,2.122897,0,0,1,1,v1,2026-05-13T18:58:56
1453,SEQ_1A573BAF3F17,2,2,2,2,2,2,0.4331724999999999,0.4331724999999999,2.8484845,2.8484845,0.218095411,0.218095411,2.3010475,2.3010475,0,0,2,1,v1,2026-05-13T18:58:56
1454,SEQ_238AFF69B27B,1,1,1,1,1,1,0.361675,0.361675,3.444444,3.444444,0.18051752,0.18051752,2.029759,2.029759,0,0,1,1,v1,2026-05-13T18:58:56
1455,SEQ_D5D11AFAF89D,2,2,2,2,2,2,0.4405854999999999,0.4405854999999999,3.0227275,3.0227275,0.22905414,0.22905414,3.199527,3.199527,0,0,2,1,v1,2026-05-13T18:58:56
1456,SEQ_A7FC2AA14A3A,1,1,1,1,1,1,0.36019,0.36019,3.222222,3.222222,0.16548161,0.16548161,2.301741,2.301741,0,0,1,1,v1,2026-05-13T18:58:56
1457,SEQ_EB3A760EC2A0,1,1,1,1,1,1,0.357762,0.357762,3.333333,3.333333,0.17551813,0.17551813,1.705759,1.705759,0,0,1,1,v1,2026-05-13T18:58:56
1458,SEQ_13A55AC135FC,2,2,2,2,2,2,0.443099,0.443099,3.0227275,3.0227275,0.191058395,0.191058395,3.4185290000000004,3.4185290000000004,0,0,2,1,v1,2026-05-13T18:58:56
1459,SEQ_AC6ABF3CD83B,1,1,1,1,1,1,0.359524,0.359524,3.333333,3.333333,0.17795828,0.17795828,3.431479,3.431479,0,0,1,1,v1,2026-05-13T18:58:56
1460,SEQ_9E63104CD44D,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1463,SEQ_EDB521E5541B,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1465,SEQ_A628F0B22C26,1,0,1,1,0,0,0.559543,0.559543,2.2,2.2,,,,,0,0,1,0,v1,2026-05-13T18:58:56
1466,SEQ_9F40B0159C8F,3,0,3,3,3,3,0.488547,0.453555,2.661111,2.4,0.2468519376666666,0.09675602,4.2465926666666665,4.213378,0,0,3,2,v1,2026-05-13T18:58:56
1467,SEQ_B7F94CED7BCC,3,1,3,3,3,3,0.5242993333333333,0.51901,2.593254,2.875,0.245113355,0.070884995,2.690223,2.415157,0,0,3,2,v1,2026-05-13T18:58:56
1468,SEQ_A9C1B0F3BB21,3,0,3,3,3,3,0.5127583333333333,0.503528,2.755555333333333,2.6,0.2256858833333333,0.07263222,3.053843,2.753891,0,0,3,2,v1,2026-05-13T18:58:56
1469,SEQ_23D0525D885F,3,1,3,3,3,3,0.4425323333333333,0.446359,2.733928666666667,2.8,0.2870406986666666,0.13888556,3.5593536666666665,3.564325,0,0,3,2,v1,2026-05-13T18:58:56
1470,SEQ_ADEDA433A91B,3,0,3,3,3,0,0.4742383333333333,0.454921,4.785714333333334,4.857143,0.3177759579999999,0.13792814,0.317776,0.137928,2,0,1,2,v1,2026-05-13T18:58:56
1471,SEQ_787D5EA832FE,3,0,3,3,3,0,0.5056666666666666,0.537951,2.0,1.571429,0.1379877659999999,0.12240608,0.1379876666666666,0.122406,0,1,2,2,v1,2026-05-13T18:58:56
1473,SEQ_CF0E1C787960,3,1,3,3,3,3,0.6418726666666666,0.688054,1.6619046666666666,1.5,0.4373072389999999,0.5695081,0.982987,1.250254,0,0,3,1,v1,2026-05-13T18:58:56
1474,SEQ_91CE85878CB8,2,0,2,2,2,2,0.457421,0.457421,2.8516485,2.8516485,0.35981973,0.35981973,0.7186595,0.7186595,0,1,1,1,v1,2026-05-13T18:58:56
1475,SEQ_9BB1E16AB290,3,1,3,3,3,3,0.6294936666666666,0.657015,1.646032,1.571429,0.4393590206666666,0.5712511,0.9411796666666667,1.081626,0,1,2,1,v1,2026-05-13T18:58:56
1476,SEQ_19EAD4DE7D93,3,1,3,3,3,3,0.625222,0.646583,1.646032,1.571429,0.4090839886666666,0.5092928,1.2182083333333331,1.316146,0,0,3,1,v1,2026-05-13T18:58:56
1477,SEQ_2BD1179196CC,3,1,3,3,3,3,0.6313546666666666,0.648303,1.606349,1.333333,0.3453725488999999,0.28926796,0.7810193333333334,0.725134,0,1,2,1,v1,2026-05-13T18:58:56
1478,SEQ_05866AB697B0,3,0,3,3,3,3,0.471834,0.444959,2.801587333333333,2.571429,0.1797729136666666,0.079834245,1.2217196666666668,0.633956,0,1,2,2,v1,2026-05-13T18:58:56
1479,SEQ_D138F1AF76AE,3,0,3,3,3,3,0.4720236666666667,0.452066,2.801587333333333,2.571429,0.1802128166666666,0.08518785,1.2342730000000002,0.643094,0,1,2,2,v1,2026-05-13T18:58:56
1480,SEQ_BF441FA45EBD,3,0,3,3,0,0,0.4731323333333333,0.446729,2.619047666666667,2.571429,,,,,0,2,1,0,v1,2026-05-13T18:58:56
1481,SEQ_FB98D4E206E4,3,0,3,3,3,3,0.4731323333333333,0.446729,2.619047666666667,2.571429,0.175981551,0.23623323,1.202491,0.740206,0,0,3,2,v1,2026-05-13T18:58:56
1484,SEQ_88696239DF0C,2,0,2,2,2,2,0.4246065,0.4246065,3.2666665,3.2666665,0.053490598,0.053490598,0.372745,0.372745,0,1,1,1,v1,2026-05-13T18:58:56
1485,SEQ_561F80B73B99,3,0,3,3,3,3,0.553303,0.511429,2.0,2.2,0.0589166006666666,0.012653191,0.4792916666666666,0.433827,0,0,3,0,v1,2026-05-13T18:58:56
1488,SEQ_93795BE8AE25,2,0,2,2,2,2,0.461495,0.461495,3.1666665,3.1666665,0.0594596025,0.0594596025,0.42773,0.42773,0,1,1,1,v1,2026-05-13T18:58:56
1489,SEQ_8042E464D36D,3,0,3,3,3,3,0.4402543333333333,0.370042,2.5444443333333333,1.8,0.1612813283333333,0.08862418,0.6426406666666667,0.816733,0,1,2,2,v1,2026-05-13T18:58:56
1490,SEQ_13A69BB1420F,2,0,2,2,2,2,0.3554305,0.3554305,4.0238095,4.0238095,0.061375605,0.061375605,0.525688,0.525688,0,1,1,2,v1,2026-05-13T18:58:56
1491,SEQ_D55AF3EC700B,2,1,2,2,2,2,0.4143035,0.4143035,3.5,3.5,0.07304082,0.07304082,0.5365205,0.5365205,0,1,1,2,v1,2026-05-13T18:58:56
1494,SEQ_0D2527621323,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1495,SEQ_F0701F37345D,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1498,SEQ_A9469B71C58C,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1499,SEQ_16E1FEA62706,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1500,SEQ_2653C5151788,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1501,SEQ_D755A57005FF,2,2,2,2,2,2,0.427207,0.427207,2.787879,2.787879,0.1083433484999999,0.1083433484999999,0.2146715,0.2146715,0,1,1,2,v1,2026-05-13T18:58:56
1502,SEQ_604744FE9002,2,2,2,2,2,2,0.436855,0.436855,3.05303,3.05303,0.080767608,0.080767608,0.351634,0.351634,0,1,1,1,v1,2026-05-13T18:58:56
1503,SEQ_93A6448A74AB,2,2,2,2,2,2,0.431183,0.431183,3.0075755,3.0075755,0.07486163,0.07486163,0.307181,0.307181,0,1,1,1,v1,2026-05-13T18:58:56
1504,SEQ_86511221DA91,2,2,2,2,2,2,0.4354305,0.4354305,2.8295455,2.8295455,0.11119176,0.11119176,0.244346,0.244346,0,1,1,2,v1,2026-05-13T18:58:56
1505,SEQ_FA26EB5E0EAD,2,2,2,2,2,2,0.44211,0.44211,3.0984845,3.0984845,0.0982867885,0.0982867885,0.3316435,0.3316435,0,1,1,1,v1,2026-05-13T18:58:56
1506,SEQ_ECC12A1C943D,2,2,2,2,2,2,0.4587994999999999,0.4587994999999999,3.231061,3.231061,0.075317305,0.075317305,0.566159,0.566159,0,0,2,1,v1,2026-05-13T18:58:56
1507,SEQ_F2D38D5404B7,2,2,2,2,2,2,0.4171645,0.4171645,3.0,3.0,0.104035358,0.104035358,0.5640175000000001,0.5640175000000001,0,1,1,1,v1,2026-05-13T18:58:56
1508,SEQ_584E551EE0FE,2,2,2,2,2,2,0.4373545,0.4373545,3.05303,3.05303,0.0968164225,0.0968164225,0.398408,0.398408,0,1,1,1,v1,2026-05-13T18:58:56
1510,SEQ_1C2BC1642920,2,2,2,2,2,2,0.4291979999999999,0.4291979999999999,3.0984845,3.0984845,0.066121259,0.066121259,0.402811,0.402811,0,1,1,1,v1,2026-05-13T18:58:56
1511,SEQ_A20CFA00CAE2,2,2,2,2,2,2,0.4353225,0.4353225,3.056818,3.056818,0.0756634405,0.0756634405,0.369082,0.369082,0,1,1,1,v1,2026-05-13T18:58:56
1512,SEQ_08CB8CF9E0D9,2,2,2,2,2,2,0.4392185,0.4392185,2.9204545,2.9204545,0.0559772954999999,0.0559772954999999,0.1489885,0.1489885,0,2,0,2,v1,2026-05-13T18:58:56
1513,SEQ_BA64E72C05B5,2,2,2,2,2,2,0.4363574999999999,0.4363574999999999,3.056818,3.056818,0.087519655,0.087519655,0.44101,0.44101,0,1,1,1,v1,2026-05-13T18:58:56
1518,SEQ_BE788DA549BA,2,2,2,2,2,2,0.4406185,0.4406185,2.9204545,2.9204545,0.1165627865,0.1165627865,0.2327815,0.2327815,0,1,1,2,v1,2026-05-13T18:58:56
1519,SEQ_C3B618784F29,2,2,2,2,2,2,0.4390159999999999,0.4390159999999999,3.143939,3.143939,0.0735811115,0.0735811115,0.2022904999999999,0.2022904999999999,0,1,1,2,v1,2026-05-13T18:58:56
1524,SEQ_4DB73D3ACAFE,2,2,2,2,2,2,0.4512245,0.4512245,2.875,2.875,0.0789226619999999,0.0789226619999999,0.6044615,0.6044615,0,0,2,1,v1,2026-05-13T18:58:56
1526,SEQ_FF604255333F,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1527,SEQ_6C8480F862CD,3,1,3,3,3,3,0.6275783333333333,0.62442,1.7555553333333336,1.333333,0.4115690533333333,0.48359984,5.5321180000000005,5.484853,0,0,3,0,v1,2026-05-13T18:58:56
1529,SEQ_AA983B41635B,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1531,SEQ_5C0EE09DBC93,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1533,SEQ_00F0474709A8,2,2,2,2,2,2,0.415354,0.415354,2.621212,2.621212,0.138903037,0.138903037,1.8284515,1.8284515,0,0,2,1,v1,2026-05-13T18:58:56
1534,SEQ_8E813C58140C,2,0,2,2,2,2,0.6145985,0.6145985,1.7857145,1.7857145,0.383959315,0.383959315,0.54523,0.54523,0,0,2,0,v1,2026-05-13T18:58:56
1535,SEQ_4B36E9C96507,3,0,3,3,3,3,0.4891316666666667,0.511759,3.0688646666666664,3.8,0.0973013846666666,0.112096414,0.2136506666666666,0.214048,0,2,1,2,v1,2026-05-13T18:58:56
1536,SEQ_F41E34A29807,2,0,2,2,2,2,0.5696215,0.5696215,2.2589285,2.2589285,0.367925758,0.367925758,0.419963,0.419963,0,1,1,0,v1,2026-05-13T18:58:56
1537,SEQ_A5E794801678,2,0,2,2,2,2,0.587179,0.587179,2.642857,2.642857,0.33310141,0.33310141,0.4140505,0.4140505,0,1,1,0,v1,2026-05-13T18:58:56
1538,SEQ_C853C6642382,3,0,3,3,3,3,0.6218583333333334,0.582211,1.6124543333333332,1.2,0.4722876899999999,0.5434912,1.6199773333333336,1.358746,0,0,3,0,v1,2026-05-13T18:58:56
1539,SEQ_E69A61328AA2,1,0,1,1,1,1,0.575198,0.575198,2.285714,2.285714,0.20559923,0.20559923,0.5348,0.5348,0,0,1,0,v1,2026-05-13T18:58:56
1540,SEQ_F3D6CC7DD12A,1,0,1,1,1,1,0.578545,0.578545,2.857143,2.857143,0.2731823,0.2731823,0.413091,0.413091,0,0,1,0,v1,2026-05-13T18:58:56
1541,SEQ_A02530FED789,2,0,2,2,2,2,0.6179725,0.6179725,1.982143,1.982143,0.4230267,0.4230267,0.800513,0.800513,0,0,2,0,v1,2026-05-13T18:58:56
1542,SEQ_82EB0CDA83CC,2,0,2,2,2,2,0.4807975,0.4807975,2.4450545,2.4450545,0.26697105,0.26697105,3.7212355,3.7212355,0,0,2,2,v1,2026-05-13T18:58:56
1543,SEQ_1E48DDDCED21,1,0,1,1,1,1,0.708999,0.708999,1.75,1.75,0.5516574,0.5516574,2.667829,2.667829,0,0,1,0,v1,2026-05-13T18:58:56
1544,SEQ_9C88527D085D,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1546,SEQ_F60A0AFAFF73,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1548,SEQ_F96A8FD465F7,2,1,2,2,2,2,0.5518875,0.5518875,7.6088235,7.6088235,0.00644298425,0.00644298425,8.224721500000001,8.224721500000001,0,0,2,2,v1,2026-05-13T18:58:56
1549,SEQ_DE22EE1DF858,2,0,2,2,2,2,0.584268,0.584268,7.963158,7.963158,0.01026056181,0.01026056181,5.5726305,5.5726305,0,0,2,2,v1,2026-05-13T18:58:56
1550,SEQ_76E48B791C6B,2,0,2,2,2,2,0.5836049999999999,0.5836049999999999,9.05,9.05,0.00200206258,0.00200206258,7.007001,7.007001,0,0,2,2,v1,2026-05-13T18:58:56
1551,SEQ_DDDE3DDA77F6,2,0,2,2,2,2,0.5836049999999999,0.5836049999999999,9.05,9.05,0.00200206734,0.00200206734,5.297751,5.297751,0,0,2,2,v1,2026-05-13T18:58:56
1552,SEQ_84AE353C02A8,2,0,2,2,2,2,0.624803,0.624803,8.0210525,8.0210525,0.007027040365,0.007027040365,4.816514,4.816514,0,0,2,2,v1,2026-05-13T18:58:56
1553,SEQ_776C10E539BC,2,0,2,2,2,2,0.630297,0.630297,8.072222,8.072222,0.003098084795,0.003098084795,7.082799,7.082799,0,0,2,2,v1,2026-05-13T18:58:56
1555,SEQ_DFB3AB636683,2,0,2,2,2,2,0.584268,0.584268,7.963158,7.963158,0.010260585245,0.010260585245,4.6651305,4.6651305,0,0,2,2,v1,2026-05-13T18:58:56
1562,SEQ_5D26157116E7,2,0,2,2,2,2,0.584268,0.584268,7.963158,7.963158,0.010260610875,0.010260610875,4.4061305,4.4061305,0,0,2,2,v1,2026-05-13T18:58:56
1563,SEQ_234EE1C0EE92,2,0,2,2,2,2,0.5836049999999999,0.5836049999999999,9.05,9.05,0.0020020575599999,0.0020020575599999,6.786251,6.786251,0,0,2,2,v1,2026-05-13T18:58:56
1564,SEQ_5A0A9293AD36,2,0,2,2,2,2,0.584268,0.584268,7.963158,7.963158,0.010260615475,0.010260615475,4.1706305,4.1706305,0,0,2,2,v1,2026-05-13T18:58:56
1565,SEQ_12F74AE8398D,2,0,2,2,2,2,0.584268,0.584268,7.963158,7.963158,0.01026059035,0.01026059035,3.8046305,3.8046305,0,0,2,2,v1,2026-05-13T18:58:56
1566,SEQ_57C3EA9CB786,2,0,2,2,2,2,0.584268,0.584268,7.963158,7.963158,0.010260632965,0.010260632965,4.1893805,4.1893805,0,0,2,2,v1,2026-05-13T18:58:56
1568,SEQ_7C8045936426,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1573,SEQ_F1B2EF9C9712,1,1,1,1,1,1,0.714945,0.714945,5.923077,5.923077,0.77355576,0.77355576,6.666278,6.666278,0,0,1,1,v1,2026-05-13T18:58:56
1574,SEQ_BF992603EB92,2,0,2,2,0,0,0.638356,0.638356,5.2,5.2,,,,,0,2,0,0,v1,2026-05-13T18:58:56
1581,SEQ_79AA58C7E25A,2,2,2,2,2,2,0.4073995,0.4073995,3.176282,3.176282,0.1046956486,0.1046956486,2.317848,2.317848,0,0,2,2,v1,2026-05-13T18:58:56
1582,SEQ_DDD96C49014F,2,2,2,2,2,2,0.41872,0.41872,3.1098485,3.1098485,0.129044194,0.129044194,2.308022,2.308022,0,0,2,2,v1,2026-05-13T18:58:56
1585,SEQ_E3E88212CB66,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1586,SEQ_AF51152E43A0,1,1,1,1,1,1,0.661481,0.661481,5.727273,5.727273,0.03429367,0.03429367,3.926647,3.926647,0,0,1,1,v1,2026-05-13T18:58:56
1588,SEQ_98311ADC9796,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1589,SEQ_0F220A451552,3,0,3,3,3,3,0.56255,0.554261,1.888889,1.9,0.3718351146666666,0.18434359,13.160251,12.998421,0,0,3,0,v1,2026-05-13T18:58:56
1591,SEQ_54CE6E8B613D,3,1,3,3,3,3,0.5671333333333334,0.561761,2.3682540000000003,2.571429,0.3708081633333333,0.3314776,10.139404,10.395739,0,0,3,1,v1,2026-05-13T18:58:56
1593,SEQ_1CA6DC0A49B4,1,0,1,1,1,1,0.604561,0.604561,6.157895,6.157895,0.012542805,0.012542805,5.177771,5.177771,0,0,1,1,v1,2026-05-13T18:58:56
1597,SEQ_CF30D187803E,2,0,2,2,2,2,0.665653,0.665653,6.0855265,6.0855265,0.0224599017499999,0.0224599017499999,5.80098,5.80098,0,0,2,2,v1,2026-05-13T18:58:56
1598,SEQ_1CF0F97C144A,2,0,2,2,2,2,0.624408,0.624408,6.8333335,6.8333335,0.00077017286,0.00077017286,7.787385,7.787385,0,0,2,2,v1,2026-05-13T18:58:56
1599,SEQ_89088AECA77B,1,0,1,1,1,1,0.546484,0.546484,8.166667,8.166667,0.016407456,0.016407456,13.907204,13.907204,0,0,1,1,v1,2026-05-13T18:58:56
1601,SEQ_91A14F338700,1,0,1,1,1,1,0.574085,0.574085,5.157895,5.157895,0.14119318,0.14119318,11.398597,11.398597,0,0,1,1,v1,2026-05-13T18:58:56
1604,SEQ_DA8AA7CC77E0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1605,SEQ_0CA3CD6ADE85,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1608,SEQ_EB4534B7800A,3,0,3,3,3,3,0.434644,0.514425,3.212794666666667,2.8,0.0837239006666666,0.061649144,8.568695333333332,9.518007,0,0,3,2,v1,2026-05-13T18:58:56
1609,SEQ_E9785C30B20C,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1612,SEQ_43A796FB26E7,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1613,SEQ_E6569852AAFD,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1614,SEQ_6FA6D50E6C4C,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1615,SEQ_9383C65AF401,3,0,3,3,3,3,0.427132,0.496912,3.248485,3.2,0.0955507893333333,0.06720169,3.846942,3.963101,0,0,3,2,v1,2026-05-13T18:58:56
1616,SEQ_883250AC2BB3,3,1,3,3,3,3,0.426957,0.490828,3.0848483333333334,2.8,0.0920408883333333,0.059709292,6.468520666666668,6.825855,0,0,3,2,v1,2026-05-13T18:58:56
1617,SEQ_9A01101AE19E,3,0,3,3,3,3,0.3744353333333334,0.364097,3.3946126666666667,3.111111,0.0874818656666666,0.11493767,8.267074333333333,8.959566,0,0,3,3,v1,2026-05-13T18:58:56
1618,SEQ_BEB25AC8CA34,2,0,2,2,2,2,0.421314,0.421314,2.865079,2.865079,0.074894645,0.074894645,10.5601975,10.5601975,0,0,2,2,v1,2026-05-13T18:58:56
1619,SEQ_3B6190C5FDEB,3,0,3,3,3,3,0.3765706666666666,0.367678,3.411448,2.888889,0.0807084046666666,0.09617365,7.710187666666667,8.451536,0,0,3,3,v1,2026-05-13T18:58:56
1620,SEQ_872B905748FD,2,0,2,2,2,2,0.495382,0.495382,2.6,2.6,0.1459985,0.1459985,6.425249,6.425249,0,0,2,2,v1,2026-05-13T18:58:56
1621,SEQ_50FAD7314A70,2,1,2,2,2,2,0.5480145000000001,0.5480145000000001,2.0555555,2.0555555,0.19250545,0.19250545,12.2415025,12.2415025,0,0,2,0,v1,2026-05-13T18:58:56
1622,SEQ_3C4A760A450C,2,0,2,2,2,2,0.4872085,0.4872085,2.6031745,2.6031745,0.206521885,0.206521885,8.473011,8.473011,0,0,2,1,v1,2026-05-13T18:58:56
1624,SEQ_5BB8201A77E3,3,0,3,3,3,3,0.3746339999999999,0.401895,3.3286193333333336,3.222222,0.0460406503333333,0.025382226,5.7533536666666665,6.137191,0,0,3,3,v1,2026-05-13T18:58:56
1626,SEQ_3E7D84264801,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1627,SEQ_EBB5882EA86D,2,2,2,2,2,2,0.4406555,0.4406555,2.715909,2.715909,0.27577027,0.27577027,1.0626355,1.0626355,0,0,2,1,v1,2026-05-13T18:58:56
1631,SEQ_E41ED928C377,1,0,1,1,1,1,0.663841,0.663841,6.714286,6.714286,0.016695933,0.016695933,14.452348,14.452348,0,0,1,1,v1,2026-05-13T18:58:56
1636,SEQ_C16CBB6211A4,1,0,1,1,1,1,0.586389,0.586389,4.684211,4.684211,0.013593692,0.013593692,6.229797,6.229797,0,0,1,1,v1,2026-05-13T18:58:56
1637,SEQ_DD5D9A5AC8E9,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1640,SEQ_170CD844E091,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1641,SEQ_FE48CFAAB74F,1,0,1,1,1,1,0.595529,0.595529,6.133333,6.133333,0.00034002616,0.00034002616,5.39267,5.39267,0,0,1,1,v1,2026-05-13T18:58:56
1649,SEQ_46DDCB322022,2,0,2,2,2,2,0.5457225,0.5457225,7.0686275,7.0686275,0.0103385116,0.0103385116,6.8779195,6.8779195,0,0,2,2,v1,2026-05-13T18:58:56
1650,SEQ_862D71FB1673,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1651,SEQ_7DEFF1194CC5,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1652,SEQ_4CA042E0D079,2,1,2,2,2,2,0.5872535,0.5872535,7.759804000000001,7.759804000000001,0.00998610735,0.00998610735,5.985743,5.985743,0,0,2,2,v1,2026-05-13T18:58:56
1653,SEQ_58C6CEF5D6C2,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1654,SEQ_BC0A74B2B05C,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1658,SEQ_3549A3BA31DB,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1659,SEQ_86573A2E6FB1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1660,SEQ_4ADB8B54493E,1,0,1,1,1,1,0.478215,0.478215,3.714286,3.714286,0.04963285,0.04963285,0.267816,0.267816,0,1,0,1,v1,2026-05-13T18:58:56
1663,SEQ_B2909736C4AA,3,2,3,3,3,3,0.6140393333333333,0.635382,2.022222333333333,2.4,0.3750056133333333,0.11299442,0.7153360000000001,0.328497,0,1,2,1,v1,2026-05-13T18:58:56
1664,SEQ_AFD3A54B6581,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1665,SEQ_CA876C0F7C44,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1666,SEQ_6326F631A7A2,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1668,SEQ_D0E5B4256019,3,0,3,3,3,3,0.4871673333333333,0.466026,4.527777666666666,4.333333,0.2907850733333333,0.094039366,0.4330593333333333,0.242554,1,1,1,3,v1,2026-05-13T18:58:56
1669,SEQ_3E1D2FD0C4AA,3,0,3,3,3,3,0.513305,0.476552,2.7962963333333337,3.222222,0.23674132,0.23770943,0.9610373333333334,0.889855,0,1,2,2,v1,2026-05-13T18:58:56
1670,SEQ_24E1D531E185,1,0,1,1,1,1,0.612084,0.612084,2.8,2.8,0.13685128,0.13685128,1.546926,1.546926,0,0,1,0,v1,2026-05-13T18:58:56
1673,SEQ_13598AFE3707,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1676,SEQ_DD35B81C5D82,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1677,SEQ_ECAABA54BEC8,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1678,SEQ_314DDC691615,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
1679,SEQ_9DE0955785C7,2,0,2,2,2,2,0.5596315000000001,0.5596315000000001,2.4375,2.4375,0.19833119,0.19833119,0.4786655,0.4786655,0,1,1,0,v1,2026-05-13T18:58:56
1680,SEQ_96E9EFFEE532,2,1,2,2,2,2,0.5185044999999999,0.5185044999999999,2.580357,2.580357,0.188309638,0.188309638,0.442905,0.442905,0,1,1,0,v1,2026-05-13T18:58:56
1681,SEQ_91E9A16D4ADF,3,0,3,3,3,3,0.4312089999999999,0.375898,2.890476333333333,3.5,0.0960308713333333,0.05666017,0.420849,0.442028,0,2,1,2,v1,2026-05-13T18:58:56
1682,SEQ_DF147CF0D9B8,2,0,2,2,2,2,0.434503,0.434503,3.7738095,3.7738095,0.038860189,0.038860189,0.29818,0.29818,0,2,0,1,v1,2026-05-13T18:58:56
1684,SEQ_0F83F070F76A,2,0,2,2,2,2,0.377566,0.377566,4.3214285,4.3214285,0.0547499424999999,0.0547499424999999,3.529125,3.529125,0,0,2,2,v1,2026-05-13T18:58:56
1688,SEQ_23C67CFDF782,2,1,2,2,2,2,0.5456335,0.5456335,2.5714285,2.5714285,0.262818845,0.262818845,0.4909095,0.4909095,0,1,1,1,v1,2026-05-13T18:58:56
1689,SEQ_230648F2589B,2,1,2,2,2,2,0.5473385,0.5473385,2.630952,2.630952,0.0758409,0.0758409,0.4494205,0.4494205,0,0,2,1,v1,2026-05-13T18:58:56
1690,SEQ_9AB0C30407F9,2,1,2,2,2,2,0.522414,0.522414,2.5,2.5,0.138167785,0.138167785,0.455834,0.455834,0,0,2,1,v1,2026-05-13T18:58:56
1691,SEQ_2AC3CEABCF0C,2,1,2,2,2,2,0.5314924999999999,0.5314924999999999,2.642857,2.642857,0.13407994,0.13407994,0.39054,0.39054,0,0,2,1,v1,2026-05-13T18:58:56
1692,SEQ_DF7D916FC00A,2,1,2,2,2,2,0.532319,0.532319,2.7142855,2.7142855,0.1165968,0.1165968,0.3645485,0.3645485,0,0,2,1,v1,2026-05-13T18:58:56
1693,SEQ_DE2598342C3E,2,1,2,2,2,2,0.541238,0.541238,2.5,2.5,0.131324805,0.131324805,0.420912,0.420912,0,0,2,1,v1,2026-05-13T18:58:56
1694,SEQ_5F65C6EA6479,3,1,3,3,3,3,0.5202973333333333,0.526089,2.8630953333333333,2.875,0.097275552,0.089770526,0.2588043333333333,0.218935,0,1,2,2,v1,2026-05-13T18:58:56
