row_index,protein_label,scaffold,canonical_name,selected_structure_type,selected_structure_source_path,selected_structure_bundle_path,structure_locator,structure_best_available_source
540,R0541_adnectin_SEQ_13A69BB1420F,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_13A69BB1420F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0541_adnectin_SEQ_13A69BB1420F_local_exact_prediction.pdb,,local_exact_sequence_prediction
541,R0542_adnectin_SEQ_D55AF3EC700B,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_D55AF3EC700B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0542_adnectin_SEQ_D55AF3EC700B_local_exact_prediction.pdb,,local_exact_sequence_prediction
542,R0543_betarolldomain_SEQ_0D2527621323,betarolldomain,Pectinesterase PPME1,local_exact_prediction,<local_path_removed>/SEQ_0D2527621323_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0543_betarolldomain_SEQ_0D2527621323_local_exact_prediction.pdb,,local_exact_sequence_prediction
543,R0544_betarolldomain_SEQ_F0701F37345D,betarolldomain,Endopolygalacturonase I,local_exact_prediction,<local_path_removed>/SEQ_F0701F37345D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0544_betarolldomain_SEQ_F0701F37345D_local_exact_prediction.pdb,,local_exact_sequence_prediction
544,R0545_betarolldomain_SEQ_A9469B71C58C,betarolldomain,Endopolygalacturonase I,PDB_exact,<local_path_removed>/SEQ_A9469B71C58C_1IA5_full.pdb,<local_path_removed>/R0545_betarolldomain_SEQ_A9469B71C58C_PDB_exact.pdb,1IA5_A:135-165,PDB_exact_experimental_located
545,R0546_betarolldomain_SEQ_16E1FEA62706,betarolldomain,Endopolygalacturonase II,PDB_exact,<local_path_removed>/SEQ_16E1FEA62706_1CZF_full.pdb,<local_path_removed>/R0546_betarolldomain_SEQ_16E1FEA62706_PDB_exact.pdb,1CZF_A:156-186,PDB_exact_experimental_located
546,R0547_betarolldomain_SEQ_2653C5151788,betarolldomain,Endopolygalacturonase II,local_exact_prediction,<local_path_removed>/SEQ_2653C5151788_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0547_betarolldomain_SEQ_2653C5151788_local_exact_prediction.pdb,,local_exact_sequence_prediction
547,R0548_kunitz_SEQ_D755A57005FF,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_D755A57005FF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0548_kunitz_SEQ_D755A57005FF_local_exact_prediction.pdb,,local_exact_sequence_prediction
548,R0549_kunitz_SEQ_604744FE9002,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_604744FE9002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0549_kunitz_SEQ_604744FE9002_local_exact_prediction.pdb,,local_exact_sequence_prediction
549,R0550_kunitz_SEQ_93A6448A74AB,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_93A6448A74AB_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0550_kunitz_SEQ_93A6448A74AB_local_exact_prediction.pdb,,local_exact_sequence_prediction
550,R0551_kunitz_SEQ_86511221DA91,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_86511221DA91_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0551_kunitz_SEQ_86511221DA91_local_exact_prediction.pdb,,local_exact_sequence_prediction
551,R0552_kunitz_SEQ_FA26EB5E0EAD,kunitz,LACI,local_exact_prediction,<local_path_removed>/SEQ_FA26EB5E0EAD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0552_kunitz_SEQ_FA26EB5E0EAD_local_exact_prediction.pdb,,local_exact_sequence_prediction
552,R0553_kunitz_SEQ_ECC12A1C943D,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_ECC12A1C943D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0553_kunitz_SEQ_ECC12A1C943D_local_exact_prediction.pdb,,local_exact_sequence_prediction
553,R0554_kunitz_SEQ_F2D38D5404B7,kunitz,Lipoprotein Associated Coagulation Inhibitor (LACI) K1 domain,local_exact_prediction,<local_path_removed>/SEQ_F2D38D5404B7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0554_kunitz_SEQ_F2D38D5404B7_local_exact_prediction.pdb,,local_exact_sequence_prediction
554,R0555_kunitz_SEQ_584E551EE0FE,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_584E551EE0FE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0555_kunitz_SEQ_584E551EE0FE_local_exact_prediction.pdb,,local_exact_sequence_prediction
555,R0556_kunitz_SEQ_1C2BC1642920,kunitz,Lipoprotein-associated coagulation inhibitor (LACI) K1 domain,local_exact_prediction,<local_path_removed>/SEQ_1C2BC1642920_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0556_kunitz_SEQ_1C2BC1642920_local_exact_prediction.pdb,,local_exact_sequence_prediction
556,R0557_kunitz_SEQ_A20CFA00CAE2,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_A20CFA00CAE2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0557_kunitz_SEQ_A20CFA00CAE2_local_exact_prediction.pdb,,local_exact_sequence_prediction
557,R0558_kunitz_SEQ_08CB8CF9E0D9,kunitz,,local_exact_prediction,<local_path_removed>/SEQ_08CB8CF9E0D9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0558_kunitz_SEQ_08CB8CF9E0D9_local_exact_prediction.pdb,,local_exact_sequence_prediction
558,R0559_kunitz_SEQ_BA64E72C05B5,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_BA64E72C05B5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0559_kunitz_SEQ_BA64E72C05B5_local_exact_prediction.pdb,,local_exact_sequence_prediction
559,R0560_kunitz_SEQ_BE788DA549BA,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_BE788DA549BA_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0560_kunitz_SEQ_BE788DA549BA_local_exact_prediction.pdb,,local_exact_sequence_prediction
560,R0561_kunitz_SEQ_C3B618784F29,kunitz,LACI-K1,local_exact_prediction,<local_path_removed>/SEQ_C3B618784F29_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0561_kunitz_SEQ_C3B618784F29_local_exact_prediction.pdb,,local_exact_sequence_prediction
561,R0562_kunitz_SEQ_4DB73D3ACAFE,kunitz,Lipoprotein-associated coagulation inhibitor (LACI) K1 domain,local_exact_prediction,<local_path_removed>/SEQ_4DB73D3ACAFE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0562_kunitz_SEQ_4DB73D3ACAFE_local_exact_prediction.pdb,,local_exact_sequence_prediction
562,R0563_betarolldomain_SEQ_FF604255333F,betarolldomain,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,PDB_exact,<local_path_removed>/SEQ_FF604255333F_1LXA_full.pdb,<local_path_removed>/R0563_betarolldomain_SEQ_FF604255333F_PDB_exact.pdb,1LXA_A,PDB_exact_experimental_located
563,R0564_EVH1domain_SEQ_6C8480F862CD,EVH1domain,"Sprouty-related, EVH1 domain-containing protein 2",local_exact_prediction,<local_path_removed>/SEQ_6C8480F862CD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0564_EVH1domain_SEQ_6C8480F862CD_local_exact_prediction.pdb,,local_exact_sequence_prediction
564,R0565_avimer_SEQ_AA983B41635B,avimer,Cell wall hydrolase,PDB_exact,<local_path_removed>/SEQ_AA983B41635B_2KQ8_full.pdb,<local_path_removed>/R0565_avimer_SEQ_AA983B41635B_PDB_exact.pdb,2KQ8_A:1-64,PDB_exact_experimental_located
565,R0566_betarolldomain_SEQ_5C0EE09DBC93,betarolldomain,Pectinesterase 5,local_exact_prediction,<local_path_removed>/SEQ_5C0EE09DBC93_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0566_betarolldomain_SEQ_5C0EE09DBC93_local_exact_prediction.pdb,,local_exact_sequence_prediction
566,R0567_kunitz_SEQ_00F0474709A8,kunitz,Kunitz-type serine protease inhibitor Hg1,local_exact_prediction,<local_path_removed>/SEQ_00F0474709A8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0567_kunitz_SEQ_00F0474709A8_local_exact_prediction.pdb,,local_exact_sequence_prediction
567,R0568_affimer_SEQ_8E813C58140C,affimer,Stefin A,local_exact_prediction,<local_path_removed>/SEQ_8E813C58140C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0568_affimer_SEQ_8E813C58140C_local_exact_prediction.pdb,,local_exact_sequence_prediction
568,R0569_affimer_SEQ_4B36E9C96507,affimer,Human Stefin A,PDB_exact,<local_path_removed>/SEQ_4B36E9C96507_1DVC_full.pdb,<local_path_removed>/R0569_affimer_SEQ_4B36E9C96507_PDB_exact.pdb,1DVC_A,PDB_exact_experimental_located
569,R0570_affimer_SEQ_F41E34A29807,affimer,,local_exact_prediction,<local_path_removed>/SEQ_F41E34A29807_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0570_affimer_SEQ_F41E34A29807_local_exact_prediction.pdb,,local_exact_sequence_prediction
570,R0571_affimer_SEQ_A5E794801678,affimer,,local_exact_prediction,<local_path_removed>/SEQ_A5E794801678_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0571_affimer_SEQ_A5E794801678_local_exact_prediction.pdb,,local_exact_sequence_prediction
571,R0572_affimer_SEQ_C853C6642382,affimer,stefin,local_exact_prediction,<local_path_removed>/SEQ_C853C6642382_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0572_affimer_SEQ_C853C6642382_local_exact_prediction.pdb,,local_exact_sequence_prediction
572,R0573_affimer_SEQ_E69A61328AA2,affimer,stefin,local_exact_prediction,<local_path_removed>/SEQ_E69A61328AA2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0573_affimer_SEQ_E69A61328AA2_local_exact_prediction.pdb,,local_exact_sequence_prediction
573,R0574_affimer_SEQ_F3D6CC7DD12A,affimer,stefin A,local_exact_prediction,<local_path_removed>/SEQ_F3D6CC7DD12A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0574_affimer_SEQ_F3D6CC7DD12A_local_exact_prediction.pdb,,local_exact_sequence_prediction
574,R0575_affimer_SEQ_A02530FED789,affimer,Human Stefin A,local_exact_prediction,<local_path_removed>/SEQ_A02530FED789_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0575_affimer_SEQ_A02530FED789_local_exact_prediction.pdb,,local_exact_sequence_prediction
575,R0576_affimer_SEQ_82EB0CDA83CC,affimer,,local_exact_prediction,<local_path_removed>/SEQ_82EB0CDA83CC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0576_affimer_SEQ_82EB0CDA83CC_local_exact_prediction.pdb,,local_exact_sequence_prediction
576,R0577_affimer_SEQ_1E48DDDCED21,affimer,,local_exact_prediction,<local_path_removed>/SEQ_1E48DDDCED21_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0577_affimer_SEQ_1E48DDDCED21_local_exact_prediction.pdb,,local_exact_sequence_prediction
577,R0578_betarolldomain_SEQ_9C88527D085D,betarolldomain,Mannose-1-phosphate guanylyltransferase catalytic subunit beta,local_exact_prediction,<local_path_removed>/SEQ_9C88527D085D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0578_betarolldomain_SEQ_9C88527D085D_local_exact_prediction.pdb,,local_exact_sequence_prediction
578,R0579_betarolldomain_SEQ_F60A0AFAFF73,betarolldomain,Mannose-1-phosphate guanylyltransferase catalytic subunit beta,local_exact_prediction,<local_path_removed>/SEQ_F60A0AFAFF73_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0579_betarolldomain_SEQ_F60A0AFAFF73_local_exact_prediction.pdb,,local_exact_sequence_prediction
579,R0580_knottin_SEQ_F96A8FD465F7,knottin,Omega-theraphotoxin-Gr1a,PDB_exact,<local_path_removed>/SEQ_F96A8FD465F7_1KOZ_full.pdb,<local_path_removed>/R0580_knottin_SEQ_F96A8FD465F7_PDB_exact.pdb,,PDB_exact_experimental
580,R0581_knottin_SEQ_DE22EE1DF858,knottin,Hainantoxin-III 9,PDB_exact,<local_path_removed>/SEQ_DE22EE1DF858_2JTB_full.pdb,<local_path_removed>/R0581_knottin_SEQ_DE22EE1DF858_PDB_exact.pdb,,PDB_exact_experimental
581,R0582_knottin_SEQ_76E48B791C6B,knottin,Mu-theraphotoxin-Hhn1b 1,PDB_exact,<local_path_removed>/SEQ_76E48B791C6B_1NIY_full.pdb,<local_path_removed>/R0582_knottin_SEQ_76E48B791C6B_PDB_exact.pdb,,PDB_exact_experimental
582,R0583_knottin_SEQ_DDDE3DDA77F6,knottin,Mu-theraphotoxin-Hhn1b 2,PDB_exact,<local_path_removed>/SEQ_DDDE3DDA77F6_1NIY_full.pdb,<local_path_removed>/R0583_knottin_SEQ_DDDE3DDA77F6_PDB_exact.pdb,,PDB_exact_experimental
583,R0584_knottin_SEQ_84AE353C02A8,knottin,Mu-theraphotoxin-Hhn2b 1,PDB_exact,<local_path_removed>/SEQ_84AE353C02A8_1NIX_full.pdb,<local_path_removed>/R0584_knottin_SEQ_84AE353C02A8_PDB_exact.pdb,,PDB_exact_experimental
584,R0585_knottin_SEQ_776C10E539BC,knottin,Mu-theraphotoxin-Hhn2b 3,PDB_exact,<local_path_removed>/SEQ_776C10E539BC_1NIX_full.pdb,<local_path_removed>/R0585_knottin_SEQ_776C10E539BC_PDB_exact.pdb,,PDB_exact_experimental
585,R0586_knottin_SEQ_DFB3AB636683,knottin,Hainantoxin-III 11,PDB_exact,<local_path_removed>/SEQ_DFB3AB636683_2JTB_full.pdb,<local_path_removed>/R0586_knottin_SEQ_DFB3AB636683_PDB_exact.pdb,,PDB_exact_experimental
586,R0587_knottin_SEQ_5D26157116E7,knottin,Hainantoxin-III 10,PDB_exact,<local_path_removed>/SEQ_5D26157116E7_2JTB_full.pdb,<local_path_removed>/R0587_knottin_SEQ_5D26157116E7_PDB_exact.pdb,,PDB_exact_experimental
587,R0588_knottin_SEQ_234EE1C0EE92,knottin,Mu-theraphotoxin-Hhn1b 3,PDB_exact,<local_path_removed>/SEQ_234EE1C0EE92_1NIY_full.pdb,<local_path_removed>/R0588_knottin_SEQ_234EE1C0EE92_PDB_exact.pdb,,PDB_exact_experimental
588,R0589_knottin_SEQ_5A0A9293AD36,knottin,Hainantoxin-III 2,PDB_exact,<local_path_removed>/SEQ_5A0A9293AD36_2JTB_full.pdb,<local_path_removed>/R0589_knottin_SEQ_5A0A9293AD36_PDB_exact.pdb,,PDB_exact_experimental
589,R0590_knottin_SEQ_12F74AE8398D,knottin,Hainantoxin-III 4,PDB_exact,<local_path_removed>/SEQ_12F74AE8398D_2JTB_full.pdb,<local_path_removed>/R0590_knottin_SEQ_12F74AE8398D_PDB_exact.pdb,,PDB_exact_experimental
590,R0591_knottin_SEQ_57C3EA9CB786,knottin,Hainantoxin-III 5,PDB_exact,<local_path_removed>/SEQ_57C3EA9CB786_2JTB_full.pdb,<local_path_removed>/R0591_knottin_SEQ_57C3EA9CB786_PDB_exact.pdb,,PDB_exact_experimental
591,R0592_knottin_SEQ_7C8045936426,knottin,Kappa-theraphotoxin-Cg1a 4,PDB_exact,<local_path_removed>/SEQ_7C8045936426_2A2V_full.pdb,<local_path_removed>/R0592_knottin_SEQ_7C8045936426_PDB_exact.pdb,,PDB_exact_experimental
592,R0593_knottin_SEQ_F1B2EF9C9712,knottin,Spiderine-1a,PDB_exact,<local_path_removed>/SEQ_F1B2EF9C9712_2N86_full.pdb,<local_path_removed>/R0593_knottin_SEQ_F1B2EF9C9712_PDB_exact.pdb,,PDB_exact_experimental
593,R0594_knottin_SEQ_BF992603EB92,knottin,Cyclotide trypsin inhibitor TopI1,PDB_exact,<local_path_removed>/SEQ_BF992603EB92_6MRQ_chain_I.pdb,<local_path_removed>/R0594_knottin_SEQ_BF992603EB92_PDB_exact.pdb,6MRQ_I,PDB_exact_experimental
594,R0595_kunitz_SEQ_79AA58C7E25A,kunitz,PI-stichotoxin-Hcr2e,local_exact_prediction,<local_path_removed>/SEQ_79AA58C7E25A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0595_kunitz_SEQ_79AA58C7E25A_local_exact_prediction.pdb,,local_exact_sequence_prediction
595,R0596_kunitz_SEQ_DDD96C49014F,kunitz,TauPI-stichotoxin-Hcr2b,local_exact_prediction,<local_path_removed>/SEQ_DDD96C49014F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0596_kunitz_SEQ_DDD96C49014F_local_exact_prediction.pdb,,local_exact_sequence_prediction
596,R0597_betarolldomain_SEQ_E3E88212CB66,betarolldomain,Pectate trisaccharide-lyase,local_exact_prediction,<local_path_removed>/SEQ_E3E88212CB66_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0597_betarolldomain_SEQ_E3E88212CB66_local_exact_prediction.pdb,,local_exact_sequence_prediction
597,R0598_knottin_SEQ_AF51152E43A0,knottin,Omega-phylotoxin-To1a,PDB_exact,<local_path_removed>/SEQ_AF51152E43A0_2MYH_full.pdb,<local_path_removed>/R0598_knottin_SEQ_AF51152E43A0_PDB_exact.pdb,,PDB_exact_experimental
598,R0599_betarolldomain_SEQ_98311ADC9796,betarolldomain,Pectate lyase,PDB_exact,<local_path_removed>/SEQ_98311ADC9796_1BN8_full.pdb,<local_path_removed>/R0599_betarolldomain_SEQ_98311ADC9796_PDB_exact.pdb,1BN8_A,PDB_exact_experimental_located
599,R0600_centyrin_SEQ_0F220A451552,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_0F220A451552_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0600_centyrin_SEQ_0F220A451552_local_exact_prediction.pdb,,local_exact_sequence_prediction
600,R0601_EVH1domain_SEQ_54CE6E8B613D,EVH1domain,Sprouty related EVH1 domain containing 1,PDB_exact,<local_path_removed>/SEQ_54CE6E8B613D_3SYX_full.pdb,<local_path_removed>/R0601_EVH1domain_SEQ_54CE6E8B613D_PDB_exact.pdb,,PDB_exact_experimental
601,R0602_knottin_SEQ_1CA6DC0A49B4,knottin,Delta-conotoxin TxVIA,PDB_exact,<local_path_removed>/SEQ_1CA6DC0A49B4_1FU3_full.pdb,<local_path_removed>/R0602_knottin_SEQ_1CA6DC0A49B4_PDB_exact.pdb,,PDB_exact_experimental
602,R0603_knottin_SEQ_CF30D187803E,knottin,Mu-conotoxin GVIIJ,PDB_exact,<local_path_removed>/SEQ_CF30D187803E_2N8H_full.pdb,<local_path_removed>/R0603_knottin_SEQ_CF30D187803E_PDB_exact.pdb,,PDB_exact_experimental
603,R0604_knottin_SEQ_1CF0F97C144A,knottin,Omega-conotoxin MoVIA,PDB_exact,<local_path_removed>/SEQ_1CF0F97C144A_6CEG_full.pdb,<local_path_removed>/R0604_knottin_SEQ_1CF0F97C144A_PDB_exact.pdb,,PDB_exact_experimental
604,R0605_knottin_SEQ_89088AECA77B,knottin,Omega-conotoxin GVIA,PDB_exact,<local_path_removed>/SEQ_89088AECA77B_1OMC_full.pdb,<local_path_removed>/R0605_knottin_SEQ_89088AECA77B_PDB_exact.pdb,,PDB_exact_experimental
605,R0606_knottin_SEQ_91A14F338700,knottin,Omega-conotoxin MVIIA,PDB_exact,<local_path_removed>/SEQ_91A14F338700_1FEO_full.pdb,<local_path_removed>/R0606_knottin_SEQ_91A14F338700_PDB_exact.pdb,,PDB_exact_experimental
606,R0607_betarolldomain_SEQ_DA8AA7CC77E0,betarolldomain,Chondroitinase-B,PDB_exact,<local_path_removed>/SEQ_DA8AA7CC77E0_1OFL_full.pdb,<local_path_removed>/R0607_betarolldomain_SEQ_DA8AA7CC77E0_PDB_exact.pdb,1OFL_A:27-506,PDB_exact_experimental_located
607,R0608_betarolldomain_SEQ_0CA3CD6ADE85,betarolldomain,Probable pectinesterase/pectinesterase inhibitor 25,local_exact_prediction,<local_path_removed>/SEQ_0CA3CD6ADE85_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0608_betarolldomain_SEQ_0CA3CD6ADE85_local_exact_prediction.pdb,,local_exact_sequence_prediction
608,R0609_centyrin_SEQ_EB4534B7800A,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_EB4534B7800A_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0609_centyrin_SEQ_EB4534B7800A_local_exact_prediction.pdb,,local_exact_sequence_prediction
609,R0610_phdfingerdomain_SEQ_E9785C30B20C,phdfingerdomain,Protein Jade-1,PDB_exact,<local_path_removed>/SEQ_E9785C30B20C_8GDX_chain_A_203_253_slice.pdb,<local_path_removed>/R0610_phdfingerdomain_SEQ_E9785C30B20C_PDB_exact.pdb,8GDX_A:203-253,PDB_exact_experimental_located
610,R0611_phdfingerdomain_SEQ_43A796FB26E7,phdfingerdomain,Protein Jade-1,PDB_exact,<local_path_removed>/SEQ_43A796FB26E7_8GDX_chain_A_204_253_slice.pdb,<local_path_removed>/R0611_phdfingerdomain_SEQ_43A796FB26E7_PDB_exact.pdb,8GDX_A:204-253,PDB_exact_experimental_located
611,R0612_phdfingerdomain_SEQ_E6569852AAFD,phdfingerdomain,Protein Jade-3,local_exact_prediction,<local_path_removed>/SEQ_E6569852AAFD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0612_phdfingerdomain_SEQ_E6569852AAFD_local_exact_prediction.pdb,,local_exact_sequence_prediction
612,R0613_phdfingerdomain_SEQ_6FA6D50E6C4C,phdfingerdomain,Protein Jade-3,local_exact_prediction,<local_path_removed>/SEQ_6FA6D50E6C4C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0613_phdfingerdomain_SEQ_6FA6D50E6C4C_local_exact_prediction.pdb,,local_exact_sequence_prediction
613,R0614_centyrin_SEQ_9383C65AF401,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_9383C65AF401_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0614_centyrin_SEQ_9383C65AF401_local_exact_prediction.pdb,,local_exact_sequence_prediction
614,R0615_centyrin_SEQ_883250AC2BB3,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_883250AC2BB3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0615_centyrin_SEQ_883250AC2BB3_local_exact_prediction.pdb,,local_exact_sequence_prediction
615,R0616_centyrin_SEQ_9A01101AE19E,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_9A01101AE19E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0616_centyrin_SEQ_9A01101AE19E_local_exact_prediction.pdb,,local_exact_sequence_prediction
616,R0617_centyrin_SEQ_BEB25AC8CA34,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_BEB25AC8CA34_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0617_centyrin_SEQ_BEB25AC8CA34_local_exact_prediction.pdb,,local_exact_sequence_prediction
617,R0618_centyrin_SEQ_3B6190C5FDEB,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_3B6190C5FDEB_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0618_centyrin_SEQ_3B6190C5FDEB_local_exact_prediction.pdb,,local_exact_sequence_prediction
618,R0619_centyrin_SEQ_872B905748FD,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_872B905748FD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0619_centyrin_SEQ_872B905748FD_local_exact_prediction.pdb,,local_exact_sequence_prediction
619,R0620_centyrin_SEQ_50FAD7314A70,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_50FAD7314A70_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0620_centyrin_SEQ_50FAD7314A70_local_exact_prediction.pdb,,local_exact_sequence_prediction
620,R0621_centyrin_SEQ_3C4A760A450C,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_3C4A760A450C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0621_centyrin_SEQ_3C4A760A450C_local_exact_prediction.pdb,,local_exact_sequence_prediction
621,R0622_centyrin_SEQ_5BB8201A77E3,centyrin,,local_exact_prediction,<local_path_removed>/SEQ_5BB8201A77E3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0622_centyrin_SEQ_5BB8201A77E3_local_exact_prediction.pdb,,local_exact_sequence_prediction
622,R0623_kunitz_SEQ_3E7D84264801,kunitz,Kunitz-type serine protease inhibitor LmKTT-1a,PDB_exact,<local_path_removed>/SEQ_3E7D84264801_2M01_full.pdb,<local_path_removed>/R0623_kunitz_SEQ_3E7D84264801_PDB_exact.pdb,,PDB_exact_experimental
623,R0624_kunitz_SEQ_EBB5882EA86D,kunitz,Kunitz-type serine protease inhibitor LmKTT-1b,local_exact_prediction,<local_path_removed>/SEQ_EBB5882EA86D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0624_kunitz_SEQ_EBB5882EA86D_local_exact_prediction.pdb,,local_exact_sequence_prediction
624,R0625_cyclotide_SEQ_E41ED928C377,cyclotide,Pro-tricyclons,PDB_exact,<local_path_removed>/SEQ_E41ED928C377_1YP8_full.pdb,<local_path_removed>/R0625_cyclotide_SEQ_E41ED928C377_PDB_exact.pdb,,PDB_exact_experimental
625,R0626_knottin_SEQ_C16CBB6211A4,knottin,M-theraphotoxin-Gr1a,PDB_exact,<local_path_removed>/SEQ_C16CBB6211A4_1LU8_full.pdb,<local_path_removed>/R0626_knottin_SEQ_C16CBB6211A4_PDB_exact.pdb,,PDB_exact_experimental
626,R0627_phdfingerdomain_SEQ_DD5D9A5AC8E9,phdfingerdomain,E3 ubiquitin-protein ligase PHF7,local_exact_prediction,<local_path_removed>/SEQ_DD5D9A5AC8E9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0627_phdfingerdomain_SEQ_DD5D9A5AC8E9_local_exact_prediction.pdb,,local_exact_sequence_prediction
